id,type,chain_battle_mission_id,created_at,updated_at
42,ChainBattleMissionPeriod::DailyMissionPeriod,138,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
43,ChainBattleMissionPeriod::DailyMissionPeriod,155,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
44,ChainBattleMissionPeriod::DailyMissionPeriod,156,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
45,ChainBattleMissionPeriod::DailyMissionPeriod,157,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
46,ChainBattleMissionPeriod::DailyMissionPeriod,158,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
47,ChainBattleMissionPeriod::DailyMissionPeriod,159,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
48,ChainBattleMissionPeriod::DailyMissionPeriod,160,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
49,ChainBattleMissionPeriod::DailyMissionPeriod,177,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
50,ChainBattleMissionPeriod::DailyMissionPeriod,178,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
51,ChainBattleMissionPeriod::DailyMissionPeriod,179,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
52,ChainBattleMissionPeriod::DailyMissionPeriod,180,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
53,ChainBattleMissionPeriod::DailyMissionPeriod,197,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
54,ChainBattleMissionPeriod::DailyMissionPeriod,198,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
55,ChainBattleMissionPeriod::DailyMissionPeriod,199,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
56,ChainBattleMissionPeriod::DailyMissionPeriod,200,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
57,ChainBattleMissionPeriod::DailyMissionPeriod,217,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
58,ChainBattleMissionPeriod::DailyMissionPeriod,218,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
59,ChainBattleMissionPeriod::DailyMissionPeriod,219,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
60,ChainBattleMissionPeriod::DailyMissionPeriod,220,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
61,ChainBattleMissionPeriod::DailyMissionPeriod,237,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
62,ChainBattleMissionPeriod::DailyMissionPeriod,238,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
63,ChainBattleMissionPeriod::DailyMissionPeriod,239,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
64,ChainBattleMissionPeriod::DailyMissionPeriod,240,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
65,ChainBattleMissionPeriod::DailyMissionPeriod,257,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
66,ChainBattleMissionPeriod::DailyMissionPeriod,258,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
67,ChainBattleMissionPeriod::DailyMissionPeriod,259,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
68,ChainBattleMissionPeriod::DailyMissionPeriod,260,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
69,ChainBattleMissionPeriod::DailyMissionPeriod,277,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
70,ChainBattleMissionPeriod::DailyMissionPeriod,278,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
71,ChainBattleMissionPeriod::DailyMissionPeriod,279,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
72,ChainBattleMissionPeriod::DailyMissionPeriod,280,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
73,ChainBattleMissionPeriod::DailyMissionPeriod,297,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
74,ChainBattleMissionPeriod::DailyMissionPeriod,298,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
75,ChainBattleMissionPeriod::DailyMissionPeriod,299,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
76,ChainBattleMissionPeriod::DailyMissionPeriod,300,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
77,ChainBattleMissionPeriod::DailyMissionPeriod,317,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
78,ChainBattleMissionPeriod::DailyMissionPeriod,318,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
79,ChainBattleMissionPeriod::DailyMissionPeriod,319,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
80,ChainBattleMissionPeriod::DailyMissionPeriod,320,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
81,ChainBattleMissionPeriod::DailyMissionPeriod,337,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
82,ChainBattleMissionPeriod::DailyMissionPeriod,338,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
83,ChainBattleMissionPeriod::DailyMissionPeriod,339,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
84,ChainBattleMissionPeriod::DailyMissionPeriod,340,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
85,ChainBattleMissionPeriod::DailyMissionPeriod,357,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
86,ChainBattleMissionPeriod::DailyMissionPeriod,358,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
87,ChainBattleMissionPeriod::DailyMissionPeriod,359,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
88,ChainBattleMissionPeriod::DailyMissionPeriod,360,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
89,ChainBattleMissionPeriod::DailyMissionPeriod,377,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
90,ChainBattleMissionPeriod::DailyMissionPeriod,378,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
91,ChainBattleMissionPeriod::DailyMissionPeriod,379,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
92,ChainBattleMissionPeriod::DailyMissionPeriod,380,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
93,ChainBattleMissionPeriod::DailyMissionPeriod,397,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
94,ChainBattleMissionPeriod::DailyMissionPeriod,398,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
95,ChainBattleMissionPeriod::DailyMissionPeriod,399,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
96,ChainBattleMissionPeriod::DailyMissionPeriod,400,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
97,ChainBattleMissionPeriod::DailyMissionPeriod,417,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
98,ChainBattleMissionPeriod::DailyMissionPeriod,418,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
99,ChainBattleMissionPeriod::DailyMissionPeriod,419,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
100,ChainBattleMissionPeriod::DailyMissionPeriod,420,2024-06-18 10:29:30.576279,2024-06-18 10:29:30.576279
101,ChainBattleMissionPeriod::DailyMissionPeriod,437,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
102,ChainBattleMissionPeriod::DailyMissionPeriod,438,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
103,ChainBattleMissionPeriod::DailyMissionPeriod,439,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
104,ChainBattleMissionPeriod::DailyMissionPeriod,440,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
105,ChainBattleMissionPeriod::DailyMissionPeriod,457,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
106,ChainBattleMissionPeriod::DailyMissionPeriod,458,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
107,ChainBattleMissionPeriod::DailyMissionPeriod,459,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
108,ChainBattleMissionPeriod::DailyMissionPeriod,460,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
109,ChainBattleMissionPeriod::DailyMissionPeriod,477,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
110,ChainBattleMissionPeriod::DailyMissionPeriod,478,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
111,ChainBattleMissionPeriod::DailyMissionPeriod,479,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
112,ChainBattleMissionPeriod::DailyMissionPeriod,480,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
113,ChainBattleMissionPeriod::DailyMissionPeriod,497,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
114,ChainBattleMissionPeriod::DailyMissionPeriod,498,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
115,ChainBattleMissionPeriod::DailyMissionPeriod,499,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
116,ChainBattleMissionPeriod::DailyMissionPeriod,500,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
117,ChainBattleMissionPeriod::DailyMissionPeriod,517,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
118,ChainBattleMissionPeriod::DailyMissionPeriod,518,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
119,ChainBattleMissionPeriod::DailyMissionPeriod,519,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
120,ChainBattleMissionPeriod::DailyMissionPeriod,520,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
121,ChainBattleMissionPeriod::DailyMissionPeriod,537,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
122,ChainBattleMissionPeriod::DailyMissionPeriod,538,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
123,ChainBattleMissionPeriod::DailyMissionPeriod,539,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
124,ChainBattleMissionPeriod::DailyMissionPeriod,540,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
125,ChainBattleMissionPeriod::DailyMissionPeriod,557,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
126,ChainBattleMissionPeriod::DailyMissionPeriod,558,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
127,ChainBattleMissionPeriod::DailyMissionPeriod,559,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
128,ChainBattleMissionPeriod::DailyMissionPeriod,560,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
129,ChainBattleMissionPeriod::DailyMissionPeriod,577,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
130,ChainBattleMissionPeriod::DailyMissionPeriod,578,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
131,ChainBattleMissionPeriod::DailyMissionPeriod,579,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
132,ChainBattleMissionPeriod::DailyMissionPeriod,580,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
133,ChainBattleMissionPeriod::DailyMissionPeriod,597,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
134,ChainBattleMissionPeriod::DailyMissionPeriod,598,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
135,ChainBattleMissionPeriod::DailyMissionPeriod,599,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
136,ChainBattleMissionPeriod::DailyMissionPeriod,600,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
137,ChainBattleMissionPeriod::DailyMissionPeriod,617,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
138,ChainBattleMissionPeriod::DailyMissionPeriod,618,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
139,ChainBattleMissionPeriod::DailyMissionPeriod,619,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
140,ChainBattleMissionPeriod::DailyMissionPeriod,620,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
141,ChainBattleMissionPeriod::DailyMissionPeriod,637,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
142,ChainBattleMissionPeriod::DailyMissionPeriod,638,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
143,ChainBattleMissionPeriod::DailyMissionPeriod,639,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
144,ChainBattleMissionPeriod::DailyMissionPeriod,640,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
145,ChainBattleMissionPeriod::DailyMissionPeriod,657,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
146,ChainBattleMissionPeriod::DailyMissionPeriod,658,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
147,ChainBattleMissionPeriod::DailyMissionPeriod,659,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
148,ChainBattleMissionPeriod::DailyMissionPeriod,660,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
149,ChainBattleMissionPeriod::DailyMissionPeriod,677,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
150,ChainBattleMissionPeriod::DailyMissionPeriod,678,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
151,ChainBattleMissionPeriod::DailyMissionPeriod,679,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
152,ChainBattleMissionPeriod::DailyMissionPeriod,680,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
153,ChainBattleMissionPeriod::DailyMissionPeriod,697,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
154,ChainBattleMissionPeriod::DailyMissionPeriod,698,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
155,ChainBattleMissionPeriod::DailyMissionPeriod,699,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
156,ChainBattleMissionPeriod::DailyMissionPeriod,700,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
157,ChainBattleMissionPeriod::DailyMissionPeriod,717,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
158,ChainBattleMissionPeriod::DailyMissionPeriod,718,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
159,ChainBattleMissionPeriod::DailyMissionPeriod,719,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
160,ChainBattleMissionPeriod::DailyMissionPeriod,720,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
161,ChainBattleMissionPeriod::DailyMissionPeriod,737,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
162,ChainBattleMissionPeriod::DailyMissionPeriod,738,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
163,ChainBattleMissionPeriod::DailyMissionPeriod,739,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
164,ChainBattleMissionPeriod::DailyMissionPeriod,740,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
165,ChainBattleMissionPeriod::DailyMissionPeriod,757,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
166,ChainBattleMissionPeriod::DailyMissionPeriod,758,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
167,ChainBattleMissionPeriod::DailyMissionPeriod,759,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
168,ChainBattleMissionPeriod::DailyMissionPeriod,760,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
169,ChainBattleMissionPeriod::DailyMissionPeriod,777,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
170,ChainBattleMissionPeriod::DailyMissionPeriod,778,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
171,ChainBattleMissionPeriod::DailyMissionPeriod,779,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
172,ChainBattleMissionPeriod::DailyMissionPeriod,780,2024-06-18 10:29:30.582074,2024-06-18 10:29:30.582074
