id,link_skill_lv_id,link_check_type,efficacy_type,target_type,sub_target_type_set_id,calc_option,turn,lnk_value1,lnk_value2,lnk_value3,eff_value1,eff_value2,eff_value3,created_at,updated_at
20602,206,0,1,1,0,2,1,0,0,0,6.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
20701,207,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
20702,207,0,1,1,0,2,1,0,0,0,7.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
20801,208,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
20802,208,0,1,1,0,2,1,0,0,0,8.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
20901,209,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
20902,209,0,1,1,0,2,1,0,0,0,9.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
21001,210,0,5,1,0,0,1,0,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
21002,210,0,1,1,0,2,1,0,0,0,10.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30101,301,0,2,1,0,2,1,0,0,0,20.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30201,302,0,2,1,0,2,1,0,0,0,21.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30301,303,0,2,1,0,2,1,0,0,0,22.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30401,304,0,2,1,0,2,1,0,0,0,23.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30501,305,0,2,1,0,2,1,0,0,0,25.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30601,306,0,2,1,0,2,1,0,0,0,26.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30701,307,0,2,1,0,2,1,0,0,0,27.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30801,308,0,2,1,0,2,1,0,0,0,28.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
30901,309,0,2,1,0,2,1,0,0,0,29.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
31001,310,0,2,1,0,2,1,0,0,0,30.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40101,401,0,1,1,0,2,1,0,0,0,10.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40201,402,0,1,1,0,2,1,0,0,0,10.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40301,403,0,1,1,0,2,1,0,0,0,11.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40401,404,0,1,1,0,2,1,0,0,0,11.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40501,405,0,1,1,0,2,1,0,0,0,12.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40601,406,0,1,1,0,2,1,0,0,0,13.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40701,407,0,1,1,0,2,1,0,0,0,13.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40801,408,0,1,1,0,2,1,0,0,0,14.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
40901,409,0,1,1,0,2,1,0,0,0,14.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
41001,410,0,1,1,0,2,1,0,0,0,15.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50101,501,0,1,1,0,2,1,0,0,0,15.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50201,502,0,1,1,0,2,1,0,0,0,15.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50301,503,0,1,1,0,2,1,0,0,0,16.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50401,504,0,1,1,0,2,1,0,0,0,16.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50501,505,0,1,1,0,2,1,0,0,0,17.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50601,506,0,1,1,0,2,1,0,0,0,18.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50701,507,0,1,1,0,2,1,0,0,0,18.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50801,508,0,1,1,0,2,1,0,0,0,19.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
50901,509,0,1,1,0,2,1,0,0,0,19.5,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
51001,510,0,1,1,0,2,1,0,0,0,20.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60101,601,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60201,602,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60202,602,0,3,1,0,2,1,0,0,0,1.0,1.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60301,603,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60302,603,0,3,1,0,2,1,0,0,0,2.0,2.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60401,604,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60402,604,0,3,1,0,2,1,0,0,0,3.0,3.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60501,605,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60502,605,0,3,1,0,2,1,0,0,0,5.0,5.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60601,606,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60602,606,0,3,1,0,2,1,0,0,0,6.0,6.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60701,607,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60702,607,0,3,1,0,2,1,0,0,0,7.0,7.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60801,608,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60802,608,0,3,1,0,2,1,0,0,0,8.0,8.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60901,609,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
60902,609,0,3,1,0,2,1,0,0,0,9.0,9.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
61001,610,0,5,1,0,0,1,0,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
61002,610,0,3,1,0,2,1,0,0,0,10.0,10.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70101,701,0,1,1,0,2,1,0,0,0,20.0,0.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70201,702,0,3,1,0,2,1,0,0,0,20.0,1.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70301,703,0,3,1,0,2,1,0,0,0,20.0,2.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70401,704,0,3,1,0,2,1,0,0,0,20.0,3.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70501,705,0,3,1,0,2,1,0,0,0,20.0,5.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70601,706,0,3,1,0,2,1,0,0,0,20.0,6.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70701,707,0,3,1,0,2,1,0,0,0,20.0,7.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70801,708,0,3,1,0,2,1,0,0,0,20.0,8.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
70901,709,0,3,1,0,2,1,0,0,0,20.0,9.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
71001,710,0,3,1,0,2,1,0,0,0,20.0,10.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
80101,801,0,3,1,0,2,1,0,0,0,10.0,10.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
80201,802,0,3,1,0,2,1,0,0,0,10.5,10.5,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
80301,803,0,3,1,0,2,1,0,0,0,11.0,11.0,0.0,2024-07-30 10:31:10.289795,2024-07-30 10:31:10.289795
80401,804,0,3,1,0,2,1,0,0,0,11.5,11.5,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
80501,805,0,3,1,0,2,1,0,0,0,12.5,12.5,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
80601,806,0,3,1,0,2,1,0,0,0,13.0,13.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
80701,807,0,3,1,0,2,1,0,0,0,13.5,13.5,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
80801,808,0,3,1,0,2,1,0,0,0,14.0,14.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
80901,809,0,3,1,0,2,1,0,0,0,14.5,14.5,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
81001,810,0,3,1,0,2,1,0,0,0,15.0,15.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90101,901,0,2,4,0,3,1,0,0,0,5.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90102,901,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90201,902,0,2,4,0,3,1,0,0,0,5.5,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90202,902,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90301,903,0,2,4,0,3,1,0,0,0,6.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90302,903,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90401,904,0,2,4,0,3,1,0,0,0,6.5,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90402,904,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90501,905,0,2,4,0,3,1,0,0,0,7.5,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90502,905,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90601,906,0,2,4,0,3,1,0,0,0,8.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90602,906,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90701,907,0,2,4,0,3,1,0,0,0,8.5,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90702,907,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90801,908,0,2,4,0,3,1,0,0,0,9.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90802,908,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90901,909,0,2,4,0,3,1,0,0,0,9.5,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
90902,909,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
91001,910,0,2,4,0,3,1,0,0,0,10.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
91002,910,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100101,1001,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100201,1002,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100202,1002,0,2,1,0,2,1,0,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100301,1003,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100302,1003,0,2,1,0,2,1,0,0,0,4.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100401,1004,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100402,1004,0,2,1,0,2,1,0,0,0,6.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100501,1005,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100502,1005,0,2,1,0,2,1,0,0,0,10.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100601,1006,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100602,1006,0,2,1,0,2,1,0,0,0,12.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100701,1007,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100702,1007,0,2,1,0,2,1,0,0,0,14.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100801,1008,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100802,1008,0,2,1,0,2,1,0,0,0,16.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100901,1009,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
100902,1009,0,2,1,0,2,1,0,0,0,18.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
101001,1010,0,5,1,0,0,1,0,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
101002,1010,0,2,1,0,2,1,0,0,0,20.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110101,1101,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110201,1102,0,2,4,0,3,1,0,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110202,1102,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110301,1103,0,2,4,0,3,1,0,0,0,4.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110302,1103,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110401,1104,0,2,4,0,3,1,0,0,0,6.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110402,1104,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110501,1105,0,2,4,0,3,1,0,0,0,10.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110502,1105,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110601,1106,0,2,4,0,3,1,0,0,0,12.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110602,1106,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110701,1107,0,2,4,0,3,1,0,0,0,14.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110702,1107,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110801,1108,0,2,4,0,3,1,0,0,0,16.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110802,1108,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110901,1109,0,2,4,0,3,1,0,0,0,18.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
110902,1109,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
111001,1110,0,2,4,0,3,1,0,0,0,20.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
111002,1110,0,5,1,0,0,1,0,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120101,1201,2,5,1,0,0,1,30,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120201,1202,2,5,1,0,0,1,35,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120202,1202,2,91,1,0,2,1,35,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120301,1203,2,5,1,0,0,1,40,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120302,1203,2,91,1,0,2,1,40,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120401,1204,2,5,1,0,0,1,45,0,0,1.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120402,1204,2,91,1,0,2,1,45,0,0,3.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120501,1205,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120502,1205,2,91,1,0,2,1,50,0,0,5.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120601,1206,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120602,1206,2,91,1,0,2,1,50,0,0,6.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120701,1207,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120702,1207,2,91,1,0,2,1,50,0,0,7.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120801,1208,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120802,1208,2,91,1,0,2,1,50,0,0,8.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120901,1209,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
120902,1209,2,91,1,0,2,1,50,0,0,9.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
121001,1210,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
121002,1210,2,91,1,0,2,1,50,0,0,10.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130101,1301,0,2,4,0,3,1,0,0,0,10.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130102,1301,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130201,1302,0,2,4,0,3,1,0,0,0,11.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130202,1302,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130301,1303,0,2,4,0,3,1,0,0,0,12.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130302,1303,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130401,1304,0,2,4,0,3,1,0,0,0,13.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130402,1304,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130501,1305,0,2,4,0,3,1,0,0,0,15.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130502,1305,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130601,1306,0,2,4,0,3,1,0,0,0,16.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130602,1306,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130701,1307,0,2,4,0,3,1,0,0,0,17.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130702,1307,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130801,1308,0,2,4,0,3,1,0,0,0,18.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130802,1308,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.302294,2024-07-30 10:31:10.302294
130901,1309,0,2,4,0,3,1,0,0,0,19.0,0.0,0.0,2024-07-30 10:31:10.315450,2024-07-30 10:31:10.315450
130902,1309,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.315450,2024-07-30 10:31:10.315450
131001,1310,0,2,4,0,3,1,0,0,0,20.0,0.0,0.0,2024-07-30 10:31:10.315450,2024-07-30 10:31:10.315450
131002,1310,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-30 10:31:10.315450,2024-07-30 10:31:10.315450
