id,link_skill_lv_id,link_check_type,efficacy_type,target_type,sub_target_type_set_id,calc_option,turn,lnk_value1,lnk_value2,lnk_value3,eff_value1,eff_value2,eff_value3,created_at,updated_at
40401,404,0,1,1,0,2,1,0,0,0,11.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
40501,405,0,1,1,0,2,1,0,0,0,12.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
40601,406,0,1,1,0,2,1,0,0,0,13.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
40701,407,0,1,1,0,2,1,0,0,0,13.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
40801,408,0,1,1,0,2,1,0,0,0,14.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
40901,409,0,1,1,0,2,1,0,0,0,14.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
41001,410,0,1,1,0,2,1,0,0,0,15.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50101,501,0,1,1,0,2,1,0,0,0,15.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50201,502,0,1,1,0,2,1,0,0,0,15.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50301,503,0,1,1,0,2,1,0,0,0,16.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50401,504,0,1,1,0,2,1,0,0,0,16.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50501,505,0,1,1,0,2,1,0,0,0,17.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50601,506,0,1,1,0,2,1,0,0,0,18.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50701,507,0,1,1,0,2,1,0,0,0,18.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50801,508,0,1,1,0,2,1,0,0,0,19.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
50901,509,0,1,1,0,2,1,0,0,0,19.5,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
51001,510,0,1,1,0,2,1,0,0,0,20.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60101,601,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60201,602,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60202,602,0,3,1,0,2,1,0,0,0,1.0,1.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60301,603,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60302,603,0,3,1,0,2,1,0,0,0,2.0,2.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60401,604,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60402,604,0,3,1,0,2,1,0,0,0,3.0,3.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60501,605,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60502,605,0,3,1,0,2,1,0,0,0,5.0,5.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60601,606,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60602,606,0,3,1,0,2,1,0,0,0,6.0,6.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60701,607,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60702,607,0,3,1,0,2,1,0,0,0,7.0,7.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60801,608,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60802,608,0,3,1,0,2,1,0,0,0,8.0,8.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60901,609,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
60902,609,0,3,1,0,2,1,0,0,0,9.0,9.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
61001,610,0,5,1,0,0,1,0,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
61002,610,0,3,1,0,2,1,0,0,0,10.0,10.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70101,701,0,1,1,0,2,1,0,0,0,20.0,0.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70201,702,0,3,1,0,2,1,0,0,0,20.0,1.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70301,703,0,3,1,0,2,1,0,0,0,20.0,2.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70401,704,0,3,1,0,2,1,0,0,0,20.0,3.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70501,705,0,3,1,0,2,1,0,0,0,20.0,5.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70601,706,0,3,1,0,2,1,0,0,0,20.0,6.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70701,707,0,3,1,0,2,1,0,0,0,20.0,7.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70801,708,0,3,1,0,2,1,0,0,0,20.0,8.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
70901,709,0,3,1,0,2,1,0,0,0,20.0,9.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
71001,710,0,3,1,0,2,1,0,0,0,20.0,10.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
80101,801,0,3,1,0,2,1,0,0,0,10.0,10.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
80201,802,0,3,1,0,2,1,0,0,0,10.5,10.5,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
80301,803,0,3,1,0,2,1,0,0,0,11.0,11.0,0.0,2024-07-24 07:39:59.373780,2024-07-24 07:39:59.373780
80401,804,0,3,1,0,2,1,0,0,0,11.5,11.5,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
80501,805,0,3,1,0,2,1,0,0,0,12.5,12.5,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
80601,806,0,3,1,0,2,1,0,0,0,13.0,13.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
80701,807,0,3,1,0,2,1,0,0,0,13.5,13.5,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
80801,808,0,3,1,0,2,1,0,0,0,14.0,14.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
80901,809,0,3,1,0,2,1,0,0,0,14.5,14.5,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
81001,810,0,3,1,0,2,1,0,0,0,15.0,15.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90101,901,0,2,4,0,3,1,0,0,0,5.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90102,901,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90201,902,0,2,4,0,3,1,0,0,0,5.5,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90202,902,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90301,903,0,2,4,0,3,1,0,0,0,6.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90302,903,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90401,904,0,2,4,0,3,1,0,0,0,6.5,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90402,904,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90501,905,0,2,4,0,3,1,0,0,0,7.5,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90502,905,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90601,906,0,2,4,0,3,1,0,0,0,8.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90602,906,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90701,907,0,2,4,0,3,1,0,0,0,8.5,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90702,907,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90801,908,0,2,4,0,3,1,0,0,0,9.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90802,908,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90901,909,0,2,4,0,3,1,0,0,0,9.5,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
90902,909,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
91001,910,0,2,4,0,3,1,0,0,0,10.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
91002,910,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100101,1001,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100201,1002,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100202,1002,0,2,1,0,2,1,0,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100301,1003,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100302,1003,0,2,1,0,2,1,0,0,0,4.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100401,1004,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100402,1004,0,2,1,0,2,1,0,0,0,6.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100501,1005,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100502,1005,0,2,1,0,2,1,0,0,0,10.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100601,1006,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100602,1006,0,2,1,0,2,1,0,0,0,12.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100701,1007,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100702,1007,0,2,1,0,2,1,0,0,0,14.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100801,1008,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100802,1008,0,2,1,0,2,1,0,0,0,16.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100901,1009,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
100902,1009,0,2,1,0,2,1,0,0,0,18.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
101001,1010,0,5,1,0,0,1,0,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
101002,1010,0,2,1,0,2,1,0,0,0,20.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110101,1101,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110201,1102,0,2,4,0,3,1,0,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110202,1102,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110301,1103,0,2,4,0,3,1,0,0,0,4.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110302,1103,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110401,1104,0,2,4,0,3,1,0,0,0,6.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110402,1104,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110501,1105,0,2,4,0,3,1,0,0,0,10.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110502,1105,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110601,1106,0,2,4,0,3,1,0,0,0,12.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110602,1106,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110701,1107,0,2,4,0,3,1,0,0,0,14.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110702,1107,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110801,1108,0,2,4,0,3,1,0,0,0,16.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110802,1108,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110901,1109,0,2,4,0,3,1,0,0,0,18.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
110902,1109,0,5,1,0,0,1,0,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
111001,1110,0,2,4,0,3,1,0,0,0,20.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
111002,1110,0,5,1,0,0,1,0,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120101,1201,2,5,1,0,0,1,30,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120201,1202,2,5,1,0,0,1,35,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120202,1202,2,91,1,0,2,1,35,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120301,1203,2,5,1,0,0,1,40,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120302,1203,2,91,1,0,2,1,40,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120401,1204,2,5,1,0,0,1,45,0,0,1.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120402,1204,2,91,1,0,2,1,45,0,0,3.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120501,1205,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120502,1205,2,91,1,0,2,1,50,0,0,5.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120601,1206,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120602,1206,2,91,1,0,2,1,50,0,0,6.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120701,1207,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120702,1207,2,91,1,0,2,1,50,0,0,7.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120801,1208,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120802,1208,2,91,1,0,2,1,50,0,0,8.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120901,1209,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
120902,1209,2,91,1,0,2,1,50,0,0,9.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
121001,1210,2,5,1,0,0,1,50,0,0,2.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
121002,1210,2,91,1,0,2,1,50,0,0,10.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130101,1301,0,2,4,0,3,1,0,0,0,10.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130102,1301,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130201,1302,0,2,4,0,3,1,0,0,0,11.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130202,1302,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130301,1303,0,2,4,0,3,1,0,0,0,12.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130302,1303,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130401,1304,0,2,4,0,3,1,0,0,0,13.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130402,1304,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130501,1305,0,2,4,0,3,1,0,0,0,15.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130502,1305,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130601,1306,0,2,4,0,3,1,0,0,0,16.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130602,1306,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130701,1307,0,2,4,0,3,1,0,0,0,17.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130702,1307,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130801,1308,0,2,4,0,3,1,0,0,0,18.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130802,1308,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.385207,2024-07-24 07:39:59.385207
130901,1309,0,2,4,0,3,1,0,0,0,19.0,0.0,0.0,2024-07-24 07:39:59.396391,2024-07-24 07:39:59.396391
130902,1309,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.396391,2024-07-24 07:39:59.396391
131001,1310,0,2,4,0,3,1,0,0,0,20.0,0.0,0.0,2024-07-24 07:39:59.396391,2024-07-24 07:39:59.396391
131002,1310,0,13,1,0,2,1,0,0,0,100.0,0.0,0.0,2024-07-24 07:39:59.396391,2024-07-24 07:39:59.396391
