id,card_id,special_set_id,priority,style,lv_start,eball_num_start,view_id,card_costume_condition_id,special_bonus_id1,special_bonus_lv1,bonus_view_id1,special_bonus_id2,special_bonus_lv2,bonus_view_id2,causality_conditions,special_asset_id,created_at,updated_at
59,1000590,47,0,Normal,0,12,59,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
60,1000600,48,0,Normal,0,12,60,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
61,1000610,49,0,Normal,0,12,61,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
62,1000620,50,0,Normal,0,12,62,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
63,1000630,51,0,Normal,0,12,63,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
64,1000640,46,0,Normal,0,12,64,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
65,1000650,47,0,Normal,0,12,65,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
66,1000660,48,0,Normal,0,12,66,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
67,1000670,49,0,Normal,0,12,67,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
68,1000680,50,0,Normal,0,12,68,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
69,1000690,51,0,Normal,0,12,69,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
70,1000700,52,0,Normal,0,12,70,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
71,1000710,53,0,Normal,0,12,71,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
72,1000720,54,0,Normal,0,12,72,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
73,1000730,55,0,Normal,0,12,73,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
74,1000740,56,0,Normal,0,12,74,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
75,1000750,57,0,Normal,0,12,75,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
76,1000760,58,0,Normal,0,12,76,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
77,1000770,59,0,Normal,0,12,77,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
78,1000780,60,0,Normal,0,12,78,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
79,1000790,61,0,Normal,0,12,79,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
80,1000800,62,0,Normal,0,12,80,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
81,1000810,10,0,Normal,0,12,81,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
82,1000820,63,0,Normal,0,12,82,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
83,1000830,1,0,Normal,0,12,83,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
84,1000840,2,0,Normal,0,12,84,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
85,1000850,3,0,Normal,0,12,85,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
86,1000860,4,0,Normal,0,12,86,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
87,1000870,7,0,Normal,0,12,87,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
88,1000880,9,0,Normal,0,12,88,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
89,1000890,11,0,Normal,0,12,89,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
90,1000900,12,0,Normal,0,12,90,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
91,1000910,13,0,Normal,0,12,91,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
92,1000920,15,0,Normal,0,12,92,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
93,1000930,17,0,Normal,0,12,93,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
94,1000940,22,0,Normal,0,12,94,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
95,1000950,23,0,Normal,0,12,95,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
96,1000960,21,0,Normal,0,12,96,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
97,1000970,24,0,Normal,0,12,97,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
98,1000980,25,0,Normal,0,12,98,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
99,1000990,26,0,Normal,0,12,99,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
100,1001000,27,0,Normal,0,12,100,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.907457,2024-07-08 11:03:04.907457
101,1001010,28,0,Normal,0,12,101,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
102,1001020,30,0,Normal,0,12,102,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
103,1001030,31,0,Normal,0,12,103,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
104,1001040,45,0,Normal,0,12,104,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
105,1001050,37,0,Normal,0,12,105,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
106,1001060,38,0,Normal,0,12,106,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
107,1001070,39,0,Normal,0,12,107,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
108,1001080,41,0,Normal,0,12,108,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
109,1001090,42,0,Normal,0,12,109,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
110,1001100,44,0,Normal,0,12,110,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
111,1001110,54,0,Normal,0,12,111,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
112,1001120,47,0,Normal,0,12,112,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
113,1001130,19,0,Normal,0,12,113,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
114,1001140,20,0,Normal,0,12,114,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
115,1001150,7,0,Normal,0,12,115,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
116,1001160,11,0,Normal,0,12,116,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
117,1001170,12,0,Normal,0,12,117,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
118,1001180,13,0,Normal,0,12,118,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
119,1001190,15,0,Normal,0,12,119,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
120,1001200,17,0,Normal,0,12,120,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
121,1001210,22,0,Normal,0,12,121,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
122,1001220,23,0,Normal,0,12,122,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
123,1001230,24,0,Normal,0,12,123,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
124,1001240,25,0,Normal,0,12,124,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
125,1001250,26,0,Normal,0,12,125,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
126,1001260,27,0,Normal,0,12,126,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
127,1001270,28,0,Normal,0,12,127,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
128,1001280,45,0,Normal,0,12,128,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
129,1001290,37,0,Normal,0,12,129,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
130,1001300,38,0,Normal,0,12,130,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
131,1001310,39,0,Normal,0,12,131,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
132,1001320,41,0,Normal,0,12,132,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
133,1001330,42,0,Normal,0,12,133,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
134,1001340,43,0,Normal,0,12,134,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
135,1001350,44,0,Normal,0,12,135,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
136,1001360,54,0,Normal,0,12,136,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
137,1001370,47,0,Normal,0,12,137,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
138,1001380,65,0,Normal,0,12,138,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
139,3000210,48,0,Normal,0,12,139,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
140,3000220,48,0,Normal,0,12,140,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
141,3000230,48,0,Normal,0,12,141,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
142,3000240,48,0,Normal,0,12,142,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
143,3000260,60,0,Normal,0,12,143,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
144,3000270,60,0,Normal,0,12,144,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
145,3000280,60,0,Normal,0,12,145,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
146,3000290,60,0,Normal,0,12,146,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
147,3000560,61,0,Normal,0,12,147,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
148,3000580,61,0,Normal,0,12,148,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
149,3000590,61,0,Normal,0,12,149,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
150,3000600,61,0,Normal,0,12,150,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
151,3001110,62,0,Normal,0,12,151,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
152,3001130,62,0,Normal,0,12,152,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
153,3001140,62,0,Normal,0,12,153,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
154,3001150,62,0,Normal,0,12,154,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
155,1000011,1,0,Normal,0,12,155,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
156,1000021,2,0,Normal,0,12,156,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
157,1000031,3,0,Normal,0,12,157,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
158,1000041,4,0,Normal,0,12,158,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
159,1000051,5,0,Normal,0,12,159,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
160,1000061,5,0,Normal,0,12,160,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
161,1000071,6,0,Normal,0,12,161,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
162,1000081,6,0,Normal,0,12,162,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
163,1000091,7,0,Normal,0,12,163,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
164,1000101,9,0,Normal,0,12,164,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
165,1000111,11,0,Normal,0,12,165,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
166,1000121,12,0,Normal,0,12,166,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
167,1000131,13,0,Normal,0,12,167,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
168,1000141,15,0,Normal,0,12,168,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
169,1000151,17,0,Normal,0,12,169,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
170,1000161,19,0,Normal,0,12,170,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
171,1000171,20,0,Normal,0,12,171,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
172,1000181,22,0,Normal,0,12,172,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
173,1000191,23,0,Normal,0,12,173,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
174,1000201,24,0,Normal,0,12,174,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
175,1000211,25,0,Normal,0,12,175,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
176,1000221,26,0,Normal,0,12,176,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
177,1000231,27,0,Normal,0,12,177,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
178,1000241,28,0,Normal,0,12,178,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
179,1000251,30,0,Normal,0,12,179,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
180,1000261,31,0,Normal,0,12,180,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
181,1000271,7,0,Normal,0,12,181,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
182,1000281,9,0,Normal,0,12,182,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
183,1000291,11,0,Normal,0,12,183,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
184,1000301,12,0,Normal,0,12,184,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
185,1000311,13,0,Normal,0,12,185,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
186,1000321,15,0,Normal,0,12,186,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
187,1000331,17,0,Normal,0,12,187,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
188,1000341,19,0,Normal,0,12,188,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
189,1000351,20,0,Normal,0,12,189,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
190,1000361,22,0,Normal,0,12,190,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
191,1000371,23,0,Normal,0,12,191,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
192,1000381,24,0,Normal,0,12,192,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
193,1000391,25,0,Normal,0,12,193,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
194,1000401,26,0,Normal,0,12,194,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
195,1000411,27,0,Normal,0,12,195,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
196,1000421,28,0,Normal,0,12,196,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
197,1000431,30,0,Normal,0,12,197,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
198,1000441,31,0,Normal,0,12,198,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
199,1000451,32,0,Normal,0,12,199,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
200,1000461,33,0,Normal,0,12,200,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.921766,2024-07-08 11:03:04.921766
201,1000471,34,0,Normal,0,12,201,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.935742,2024-07-08 11:03:04.935742
202,1000481,35,0,Normal,0,12,202,0,0,0,0,0,0,0,,,2024-07-08 11:03:04.935742,2024-07-08 11:03:04.935742
