id,skill_type,skill_id,description,created_at,updated_at
52,PassiveSkill,2001354,"Transforms when HP is 80% or more starting 
from the 6th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
53,PassiveSkill,2001355,"Transforms when HP is 80% or more starting 
from the 6th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
54,PassiveSkill,3001390,"Transforms starting from the 5th turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
55,PassiveSkill,3001391,"Transforms starting from the 5th turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
56,PassiveSkill,2001398,"Transforms into Full Power state starting 
from the 4th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
57,PassiveSkill,2001399,"Transforms into Full Power state starting 
from the 4th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
58,PassiveSkill,6001434,Fuses with Mr. Buu when HP is 40% or less,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
59,PassiveSkill,6001435,Fuses with Mr. Buu when HP is 40% or less,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
60,PassiveSkill,2001453,"Transforms starting from the 3rd turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
61,PassiveSkill,2001454,"Transforms starting from the 3rd turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
62,PassiveSkill,2001455,Transforms upon entering next attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
63,PassiveSkill,2001456,Transforms upon entering next attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
64,PassiveSkill,2001457,Transforms upon entering next attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
65,PassiveSkill,2001458,Transforms upon entering next attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
66,PassiveSkill,2001459,Transforms upon entering next attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
67,PassiveSkill,2001460,Transforms upon entering next attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
68,PassiveSkill,3001496,"Transform starting from the 4th turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
69,PassiveSkill,3001497,"Transform starting from the 4th turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
70,PassiveSkill,1001506,"Transforms starting from the 3rd turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
71,PassiveSkill,1001507,"Transforms starting from the 3rd turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
72,PassiveSkill,3001511,"Performs Potara Fusion starting from 
the 3rd turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
73,PassiveSkill,3001512,"Performs Potara Fusion starting from 
the 3rd turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
74,ActiveSkill,15,"Can be activated upon entering 
next attacking turn (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
75,ActiveSkill,16,"Can be activated upon entering 
next attacking turn (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
76,ActiveSkill,17,"Can be activated upon entering 
next attacking turn (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
77,ActiveSkill,18,"Can be activated upon entering 
next attacking turn (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
78,PassiveSkill,3001532,"Transforms when HP is 70% or less starting 
from the 3rd turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
79,PassiveSkill,3001533,"Transforms when HP is 70% or less starting 
from the 3rd turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
80,PassiveSkill,5001547,"Fuses with Ahms (3rd Form) starting from 
the 5th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
81,PassiveSkill,5001548,"Fuses with Ahms (3rd Form) starting from 
the 5th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
82,ActiveSkill,23,"Can be activated when HP is 58% or less 
with ""Android #16"" on the team, or when 
HP is 58% or less with an existing ""Androids"" 
Category ally or enemy starting from the 5th turn 
from the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
83,ActiveSkill,24,"Can be activated when HP is 58% or less 
with ""Android #16"" on the team, or when 
HP is 58% or less with an existing ""Androids"" 
Category ally or enemy starting from the 5th turn 
from the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
84,PassiveSkill,16001672,Evolves when HP is 30% or less,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
85,PassiveSkill,16001673,Evolves when HP is 30% or less,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
86,ActiveSkill,25,"Can be activated when HP is 70% or more 
with another ""Namekians"" Category ally 
on the team starting from the 4th turn 
from the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
87,ActiveSkill,26,"Can be activated when HP is 70% or more 
with another ""Namekians"" Category ally 
on the team starting from the 4th turn 
from the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
88,ActiveSkill,27,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
89,ActiveSkill,28,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
90,ActiveSkill,29,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
91,ActiveSkill,30,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
92,PassiveSkill,1609,Transforms upon entering attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
93,PassiveSkill,1610,Transforms upon entering attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
94,ActiveSkill,31,"Can be activated when HP is 66% or less with 
another 2 or more ""Androids"" Category allies 
on the team, or can be activated at any time 
when facing an enemy whose name includes 
""Cell"" (characters such as Cell Jr. excluded) 
(once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
95,ActiveSkill,32,"Can be activated when HP is 66% or less with 
another 2 or more ""Androids"" Category allies 
on the team, or can be activated at any time 
when facing an enemy whose name includes 
""Cell"" (characters such as Cell Jr. excluded) 
(once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
96,PassiveSkill,4001905,"Transforms when HP is 58% or more 
with an ally whose name includes ""Trunks"" 
(Kid and GT excluded) on the team starting 
from the 4th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
97,PassiveSkill,4001906,"Transforms when HP is 58% or more 
with an ally whose name includes ""Trunks"" 
(Kid and GT excluded) on the team starting 
from the 4th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
98,ActiveSkill,33,"Can be activated when there is a ""Pure Saiyans"" 
or ""Hybrid Saiyans"" Category enemy starting from 
the 3rd turn from the start of battle, or when facing 
only 1 enemy starting from the 6th turn from 
the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
99,ActiveSkill,34,"Can be activated when there is a ""Pure Saiyans"" 
or ""Hybrid Saiyans"" Category enemy starting from 
the 3rd turn from the start of battle, or when facing 
only 1 enemy starting from the 6th turn from 
the start of battle (once only)",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
100,PassiveSkill,4001963,"Absorbs Androids #14 and #15's parts and 
transforms when there are another 2 or more 
""Androids"" Category allies on the team starting 
from the 5th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
101,PassiveSkill,4001964,"Absorbs Androids #14 and #15's parts and 
transforms when there are another 2 or more 
""Androids"" Category allies on the team starting 
from the 5th turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
102,PassiveSkill,4001986,"Transforms when facing only 1 enemy, 
whose HP is 80% or more, starting from 
the 3rd turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
103,PassiveSkill,4001987,"Transforms when facing only 1 enemy, 
whose HP is 80% or more, starting from 
the 3rd turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
104,PassiveSkill,4001990,"Receives a boost from Babidi's sorcery when 
facing only 1 enemy, whose HP is 80% or more, 
starting from the 3rd turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
105,PassiveSkill,4001991,"Receives a boost from Babidi's sorcery when 
facing only 1 enemy, whose HP is 80% or more, 
starting from the 3rd turn from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
106,PassiveSkill,1998,Transforms upon entering attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
107,PassiveSkill,1999,Transforms upon entering attacking turn,2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
108,PassiveSkill,4002025,"Transforms starting from the 4th turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
109,PassiveSkill,4002026,"Transforms starting from the 4th turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
110,PassiveSkill,4002020,"Transforms starting from the 4th turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
111,PassiveSkill,4002021,"Transforms starting from the 4th turn 
from the start of battle",2024-06-05 09:24:33.417099,2024-06-05 09:24:33.417099
112,ActiveSkill,43,"Can be activated starting from the 4th turn 
from the start of battle, or can be activated 
at any time when there is a ""Wicked Bloodline"" 
Category enemy (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
113,ActiveSkill,44,"Can be activated starting from the 4th turn 
from the start of battle, or can be activated 
at any time when there is a ""Wicked Bloodline"" 
Category enemy (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
114,PassiveSkill,3002076,"Restores youth using the power of 
the Dragon Balls starting from the 7th turn 
from the start of battle, or when there is 
a ""DB Saga"", ""World Tournament"" or 
""Dragon Ball Seekers"" Category enemy",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
115,PassiveSkill,3002077,"Restores youth using the power of 
the Dragon Balls starting from the 7th turn 
from the start of battle, or when there is 
a ""DB Saga"", ""World Tournament"" or 
""Dragon Ball Seekers"" Category enemy",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
116,ActiveSkill,48,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
117,ActiveSkill,49,"Can be activated starting from the 3rd turn 
from the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
118,PassiveSkill,10002094,"Exchanges with Vegeta when 
HP is 50% or less starting from 
the 4th turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
119,PassiveSkill,10002095,"Exchanges with Vegeta when 
HP is 50% or less starting from 
the 4th turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
120,PassiveSkill,2002100,"Transforms starting from the 3rd turn 
from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
121,PassiveSkill,2002101,"Transforms starting from the 3rd turn 
from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
122,ActiveSkill,52,"Can be activated when HP is 70% or more starting 
from the 4th turn after Transformation (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
123,ActiveSkill,53,"Can be activated when HP is 70% or more starting 
from the 4th turn after Transformation (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
124,PassiveSkill,3002105,"Exchanges with Majin Buu (Pure Evil) 
starting from the 3rd turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
125,PassiveSkill,3002106,"Exchanges with Majin Buu (Pure Evil) 
starting from the 3rd turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
126,ActiveSkill,54,"Can be activated when HP is 70% or more starting 
from the 4th turn after Exchange (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
127,ActiveSkill,55,"Can be activated when HP is 70% or more starting 
from the 4th turn after Exchange (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
128,PassiveSkill,4002126,"Transforms starting from the 3rd turn 
from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
129,PassiveSkill,4002127,"Transforms starting from the 3rd turn 
from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
130,PassiveSkill,4002128,"Transforms when HP is 60% or more 
starting from next attacking turn",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
131,PassiveSkill,4002129,"Transforms when HP is 60% or more 
starting from next attacking turn",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
132,ActiveSkill,64,"Can be activated when HP is 77% or less 
starting from the 4th turn from 
the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
133,ActiveSkill,65,"Can be activated when HP is 77% or less 
starting from the 4th turn from 
the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
134,ActiveSkill,66,"Can be activated when HP is 50% or more 
starting from the 4th turn from 
the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
135,ActiveSkill,67,"Can be activated when HP is 50% or more 
starting from the 4th turn from 
the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
136,PassiveSkill,2002229,"Deactivates transformation when HP is 80% or less 
starting from the 3rd turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
137,PassiveSkill,2002230,"Deactivates transformation when HP is 80% or less 
starting from the 3rd turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
138,PassiveSkill,4002233,"Exchanges with Majin Buu (Good) upon 
entering next attacking turn after the character 
receives damage 5 or more times in battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
139,PassiveSkill,4002234,"Exchanges with Majin Buu (Good) upon 
entering next attacking turn after the character 
receives damage 5 or more times in battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
140,ActiveSkill,70,"Can be activated starting from the 5th turn 
from the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
141,ActiveSkill,71,"Can be activated starting from the 5th turn 
from the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
142,ActiveSkill,72,"Can be activated upon entering 
attacking turn (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
143,ActiveSkill,73,"Can be activated upon entering 
attacking turn (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
144,ActiveSkill,68,"Can be activated when facing only 1 enemy, 
whose HP is 58% or more, starting from 
the 3rd turn from the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
145,ActiveSkill,69,"Can be activated when facing only 1 enemy, 
whose HP is 58% or more, starting from 
the 3rd turn from the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
146,PassiveSkill,2237,Transforms upon entering attacking turn,2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
147,PassiveSkill,2238,Transforms upon entering attacking turn,2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
148,PassiveSkill,2002217,"Deactivates transformation when HP is 80% or less 
starting from the 3rd turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
149,PassiveSkill,2002218,"Deactivates transformation when HP is 80% or less 
starting from the 3rd turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
150,PassiveSkill,4002221,"Exchanges with Majin Buu (Good) upon 
entering next attacking turn after the character 
receives damage 5 or more times in battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
151,PassiveSkill,4002222,"Exchanges with Majin Buu (Good) upon 
entering next attacking turn after the character 
receives damage 5 or more times in battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
152,PassiveSkill,4002245,"Exchanges with Majin Buu (Good) upon 
entering next attacking turn after the character 
receives damage 5 or more times in battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
153,PassiveSkill,4002246,"Exchanges with Majin Buu (Good) upon 
entering next attacking turn after the character 
receives damage 5 or more times in battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
154,ActiveSkill,80,"Can be activated upon entering 
attacking turn (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
155,ActiveSkill,81,"Can be activated upon entering 
attacking turn (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
156,PassiveSkill,3002308,"Absorbs Towa and Tokitoki's egg 
when HP is 60% or less starting from 
the 4th turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
157,PassiveSkill,3002309,"Absorbs Towa and Tokitoki's egg 
when HP is 60% or less starting from 
the 4th turn from the start of battle",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
158,ActiveSkill,86,"Can be activated when facing only 1 enemy 
starting from the 4th turn from 
the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
159,ActiveSkill,87,"Can be activated when facing only 1 enemy 
starting from the 4th turn from 
the start of battle (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
160,PassiveSkill,1000531,"Has a very rare chance of 
turning into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
161,PassiveSkill,1000532,"Has a very rare chance of 
turning into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
162,PassiveSkill,1000533,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
163,PassiveSkill,1000534,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
164,PassiveSkill,1000535,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
165,PassiveSkill,1000536,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
166,PassiveSkill,1000537,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
167,PassiveSkill,1000538,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
168,PassiveSkill,1000569,Rages when HP is 30% or less (once only),2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
169,PassiveSkill,1000570,Rages when HP is 30% or less (once only),2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
170,PassiveSkill,1000571,Rages when HP is 30% or less (once only),2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
171,PassiveSkill,1000579,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
172,PassiveSkill,1000580,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
173,PassiveSkill,1000581,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
174,PassiveSkill,1000582,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
175,PassiveSkill,1000583,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
176,PassiveSkill,1000584,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
177,PassiveSkill,1000585,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
178,PassiveSkill,1000586,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
179,PassiveSkill,1000587,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
180,PassiveSkill,1000588,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
181,PassiveSkill,1000606,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
182,PassiveSkill,1000607,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
183,PassiveSkill,1000608,"Has a rare chance of turning 
into Giant Form (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
184,PassiveSkill,1000609,"Has a rare chance of turning 
into Giant Form (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
185,PassiveSkill,1000657,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
186,PassiveSkill,1000658,"Has a rare chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
187,PassiveSkill,1000786,"Has a chance of turning 
into Giant Ape (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
188,PassiveSkill,1000787,"Has a chance of turning into Giant Ape 
when HP is 30% or more (once only)",2024-06-05 09:24:33.423602,2024-06-05 09:24:33.423602
