id,rmbattle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
2004,2003,901,TrainingItem,1,0,Z-Sword [TEQ] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2005,2003,902,TrainingItem,1,0,Z-Sword [INT] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2006,2003,903,TrainingItem,1,0,Z-Sword [STR] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2007,2003,904,TrainingItem,1,0,Z-Sword [PHY] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2008,2004,11,Point::Stone,3,0,Dragon Stone x3,Clear 2 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2009,2005,1002630,Card,1,765122,(1 Million Zeni) Hercule Statue (Gold) x1,Clear 3 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2010,2006,1005480,Card,1,765122,(1.5 Million) Hercule Statue (Platinum) x1,Clear 4 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2011,2007,11,Point::Stone,5,0,Dragon Stone x5,Clear 5 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2012,2008,19,AwakeningItem,1,0,(Awakening Medal) Supreme Kai x1,Clear 6 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2013,2009,20,AwakeningItem,1,0,(Awakening Medal) Elder Kai x1,Clear 7 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2014,2010,7,TrainingField,3,0,Gravity Chamber (150G) x3,Clear 8 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2015,2011,1,AwakeningItem,20,0,(Awakening Medals) Gregory x20,Clear Level 1.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2016,2011,2,AwakeningItem,20,0,(Awakening Medals) Bubbles x20,Clear Level 1.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2017,2011,3,AwakeningItem,20,0,(Awakening Medals) Dr. Gero x20,Clear Level 1.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2018,2012,4,AwakeningItem,20,0,(Awakening Medals) Mr. Popo x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2019,2012,5,AwakeningItem,20,0,(Awakening Medals) Master Shen x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2020,2012,6,AwakeningItem,20,0,(Awakening Medals) Master Roshi x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2021,2012,7,AwakeningItem,20,0,(Awakening Medals) Mutaito x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2022,2012,8,AwakeningItem,20,0,(Awakening Medals) Grandpa Gohan x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2023,2013,9,AwakeningItem,20,0,(Awakening Medals) Kami x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2024,2013,10,AwakeningItem,20,0,(Awakening Medals) Grand Elder Guru x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2025,2013,11,AwakeningItem,20,0,(Awakening Medals) Babidi x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2026,2013,12,AwakeningItem,20,0,(Awakening Medals) Bibidi x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2027,2013,13,AwakeningItem,20,0,(Awakening Medals) Korin x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2028,2014,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2029,2014,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2030,2014,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2031,2014,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2032,2014,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2033,2015,6,PotentialItem,500,0,AGL Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2034,2015,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2035,2015,8,PotentialItem,500,0,INT Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2036,2015,9,PotentialItem,500,0,STR Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2037,2015,10,PotentialItem,500,0,PHY Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2038,2016,11,PotentialItem,50,0,AGL Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2039,2016,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2040,2016,13,PotentialItem,50,0,INT Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2041,2016,14,PotentialItem,50,0,STR Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2042,2016,15,PotentialItem,50,0,PHY Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2043,2017,11,Point::Stone,10,0,Dragon Stone x10,Clear Level 3.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2044,2018,19,AwakeningItem,2,0,(Awakening Medals) Supreme Kai x2,Clear Level 3 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2045,2018,20,AwakeningItem,2,0,(Awakening Medals) Elder Kai x2,Clear Level 3 for 2 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
2046,2019,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,Clear Level 3 for 3 times.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3001,3001,11,Point::Stone,1,0,Dragon Stone x1,Enter an Ultimate Clash.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3002,3002,2000,TreasureItem,5000,0,Battlefield Memory x5000,[Weekly] Clear 3 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3003,3003,900,TrainingItem,1,0,Z-Sword [AGL] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3004,3003,901,TrainingItem,1,0,Z-Sword [TEQ] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3005,3003,902,TrainingItem,1,0,Z-Sword [INT] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3006,3003,903,TrainingItem,1,0,Z-Sword [STR] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3007,3003,904,TrainingItem,1,0,Z-Sword [PHY] x1,Clear 1 stage.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3008,3004,11,Point::Stone,3,0,Dragon Stone x3,Clear 2 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3009,3005,1002630,Card,1,765122,(1 Million Zeni) Hercule Statue (Gold) x1,Clear 3 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3010,3006,1005480,Card,1,765122,(1.5 Million) Hercule Statue (Platinum) x1,Clear 4 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3011,3007,11,Point::Stone,5,0,Dragon Stone x5,Clear 5 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3012,3008,19,AwakeningItem,1,0,(Awakening Medal) Supreme Kai x1,Clear 6 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3013,3009,20,AwakeningItem,1,0,(Awakening Medal) Elder Kai x1,Clear 7 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3014,3010,7,TrainingField,3,0,Gravity Chamber (150G) x3,Clear 8 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3015,3011,1013400,Card,3,0,[Light Doze] Elder Kai (Dozing) x3,Clear 9 stages.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3016,3012,1,AwakeningItem,20,0,(Awakening Medals) Gregory x20,Clear Level 1.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3017,3012,2,AwakeningItem,20,0,(Awakening Medals) Bubbles x20,Clear Level 1.,2024-07-30 10:27:54.633151,2024-07-30 10:27:54.633151
3018,3012,3,AwakeningItem,20,0,(Awakening Medals) Dr. Gero x20,Clear Level 1.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3019,3013,4,AwakeningItem,20,0,(Awakening Medals) Mr. Popo x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3020,3013,5,AwakeningItem,20,0,(Awakening Medals) Master Shen x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3021,3013,6,AwakeningItem,20,0,(Awakening Medals) Master Roshi x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3022,3013,7,AwakeningItem,20,0,(Awakening Medals) Mutaito x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3023,3013,8,AwakeningItem,20,0,(Awakening Medals) Grandpa Gohan x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3024,3014,9,AwakeningItem,20,0,(Awakening Medals) Kami x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3025,3014,10,AwakeningItem,20,0,(Awakening Medals) Grand Elder Guru x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3026,3014,11,AwakeningItem,20,0,(Awakening Medals) Babidi x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3027,3014,12,AwakeningItem,20,0,(Awakening Medals) Bibidi x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3028,3014,13,AwakeningItem,20,0,(Awakening Medals) Korin x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3029,3015,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3030,3015,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3031,3015,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3032,3015,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3033,3015,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3034,3016,6,PotentialItem,500,0,AGL Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3035,3016,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3036,3016,8,PotentialItem,500,0,INT Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3037,3016,9,PotentialItem,500,0,STR Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3038,3016,10,PotentialItem,500,0,PHY Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3039,3017,11,PotentialItem,50,0,AGL Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3040,3017,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3041,3017,13,PotentialItem,50,0,INT Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3042,3017,14,PotentialItem,50,0,STR Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3043,3017,15,PotentialItem,50,0,PHY Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3044,3018,11,Point::Stone,10,0,Dragon Stone x10,Clear Level 3.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3045,3019,19,AwakeningItem,2,0,(Awakening Medals) Supreme Kai x2,Clear Level 3 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3046,3019,20,AwakeningItem,2,0,(Awakening Medals) Elder Kai x2,Clear Level 3 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
3047,3020,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,Clear Level 3 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4001,4001,11,Point::Stone,1,0,Dragon Stone x1,Enter an Ultimate Clash.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4002,4002,2000,TreasureItem,5000,0,Battlefield Memory x5000,[Weekly] Clear a stage 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4003,4003,900,TrainingItem,1,0,Z-Sword [AGL] x1,Clear a stage once.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4004,4003,901,TrainingItem,1,0,Z-Sword [TEQ] x1,Clear a stage once.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4005,4003,902,TrainingItem,1,0,Z-Sword [INT] x1,Clear a stage once.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4006,4003,903,TrainingItem,1,0,Z-Sword [STR] x1,Clear a stage once.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4007,4003,904,TrainingItem,1,0,Z-Sword [PHY] x1,Clear a stage once.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4008,4004,11,Point::Stone,3,0,Dragon Stone x3,Clear a stage 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4009,4005,1002630,Card,1,765122,[1 Million Zeni] Hercule Statue (Gold) x1,Clear a stage 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4010,4006,1005480,Card,1,765122,[1.5 Million Zeni] Hercule Statue (Platinum) x 1,Clear a stage 4 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4011,4007,11,Point::Stone,5,0,Dragon Stone x5,Clear a stage 5 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4012,4008,19,AwakeningItem,1,0,[Awakening Medal] Supreme Kai x1,Clear a stage 6 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4013,4009,20,AwakeningItem,1,0,[Awakening Medal] Elder Kai x1,Clear a stage 7 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4014,4010,7,TrainingField,3,0,Gravity Chamber (150G) x3,Clear a stage 8 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4015,4011,1013400,Card,3,0,[Light Doze] Elder Kai (Dozing) x3,Clear a stage 9 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4016,4012,1,AwakeningItem,20,0,[Awakening Medal] Gregory x20,Clear Level 1.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4017,4012,2,AwakeningItem,20,0,[Awakening Medal] Bubbles x20,Clear Level 1.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4018,4012,3,AwakeningItem,20,0,[Awakening Medal] Dr. Gero x20,Clear Level 1.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4019,4013,4,AwakeningItem,20,0,[Awakening Medal] Mr. Popo x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4020,4013,5,AwakeningItem,20,0,[Awakening Medal] Master Shen x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4021,4013,6,AwakeningItem,20,0,[Awakening Medal] Master Roshi x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4022,4013,7,AwakeningItem,20,0,[Awakening Medal] Mutaito x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4023,4013,8,AwakeningItem,20,0,[Awakening Medal] Grandpa Gohan x20,Clear Level 1 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4024,4014,9,AwakeningItem,20,0,[Awakening Medal] Kami x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4025,4014,10,AwakeningItem,20,0,[Awakening Medal] Grand Elder Guru x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4026,4014,11,AwakeningItem,20,0,[Awakening Medal] Babidi x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4027,4014,12,AwakeningItem,20,0,[Awakening Medal] Bibidi x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4028,4014,13,AwakeningItem,20,0,[Awakening Medal] Korin x20,Clear Level 1 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4029,4015,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4030,4015,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4031,4015,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4032,4015,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4033,4015,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,Clear Level 2.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4034,4016,6,PotentialItem,500,0,AGL Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4035,4016,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4036,4016,8,PotentialItem,500,0,INT Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4037,4016,9,PotentialItem,500,0,STR Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4038,4016,10,PotentialItem,500,0,PHY Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4039,4017,11,PotentialItem,50,0,AGL Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4040,4017,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4041,4017,13,PotentialItem,50,0,INT Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4042,4017,14,PotentialItem,50,0,STR Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4043,4017,15,PotentialItem,50,0,PHY Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
4044,4018,11,Point::Stone,10,0,Dragon Stone x10,Clear Level 3.,2024-07-30 10:27:54.642905,2024-07-30 10:27:54.642905
