id,name,description,grade,selling_exchange_point,hp,attack,defense,equipment_skill_limitation_set_id,icon_image_id,is_eternal,created_at,updated_at
28,Skill Orb (TEQ) DEF + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +300.",bronze,1,0,0,300,2,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
29,Skill Orb (TEQ) DEF + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +400.",bronze,1,0,0,400,2,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
30,Skill Orb (TEQ) DEF + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,2,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
31,Skill Orb (INT) HP + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +100.",bronze,1,100,0,0,3,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
32,Skill Orb (INT) HP + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +200.",bronze,1,200,0,0,3,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
33,Skill Orb (INT) HP + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +300.",bronze,1,300,0,0,3,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
34,Skill Orb (INT) HP + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +400.",bronze,1,400,0,0,3,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
35,Skill Orb (INT) HP + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +500.",bronze,1,500,0,0,3,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
36,Skill Orb (INT) ATK + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +100.",bronze,1,0,100,0,3,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
37,Skill Orb (INT) ATK + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +200.",bronze,1,0,200,0,3,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
38,Skill Orb (INT) ATK + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +300.",bronze,1,0,300,0,3,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
39,Skill Orb (INT) ATK + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +400.",bronze,1,0,400,0,3,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
40,Skill Orb (INT) ATK + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +500.",bronze,1,0,500,0,3,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
41,Skill Orb (INT) DEF + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +100.",bronze,1,0,0,100,3,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
42,Skill Orb (INT) DEF + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +200.",bronze,1,0,0,200,3,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
43,Skill Orb (INT) DEF + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +300.",bronze,1,0,0,300,3,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
44,Skill Orb (INT) DEF + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +400.",bronze,1,0,0,400,3,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
45,Skill Orb (INT) DEF + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,3,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
46,Skill Orb (STR) HP + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +100.",bronze,1,100,0,0,4,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
47,Skill Orb (STR) HP + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +200.",bronze,1,200,0,0,4,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
48,Skill Orb (STR) HP + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +300.",bronze,1,300,0,0,4,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
49,Skill Orb (STR) HP + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +400.",bronze,1,400,0,0,4,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
50,Skill Orb (STR) HP + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +500.",bronze,1,500,0,0,4,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
51,Skill Orb (STR) ATK + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +100.",bronze,1,0,100,0,4,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
52,Skill Orb (STR) ATK + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +200.",bronze,1,0,200,0,4,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
53,Skill Orb (STR) ATK + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +300.",bronze,1,0,300,0,4,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
54,Skill Orb (STR) ATK + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +400.",bronze,1,0,400,0,4,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
55,Skill Orb (STR) ATK + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +500.",bronze,1,0,500,0,4,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
56,Skill Orb (STR) DEF + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +100.",bronze,1,0,0,100,4,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
57,Skill Orb (STR) DEF + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +200.",bronze,1,0,0,200,4,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
58,Skill Orb (STR) DEF + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +300.",bronze,1,0,0,300,4,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
59,Skill Orb (STR) DEF + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +400.",bronze,1,0,0,400,4,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
60,Skill Orb (STR) DEF + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,4,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
61,Skill Orb (PHY) HP + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +100.",bronze,1,100,0,0,5,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
62,Skill Orb (PHY) HP + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +200.",bronze,1,200,0,0,5,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
63,Skill Orb (PHY) HP + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +300.",bronze,1,300,0,0,5,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
64,Skill Orb (PHY) HP + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +400.",bronze,1,400,0,0,5,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
65,Skill Orb (PHY) HP + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's HP +500.",bronze,1,500,0,0,5,8,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
66,Skill Orb (PHY) ATK + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +100.",bronze,1,0,100,0,5,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
67,Skill Orb (PHY) ATK + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +200.",bronze,1,0,200,0,5,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
68,Skill Orb (PHY) ATK + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +300.",bronze,1,0,300,0,5,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
69,Skill Orb (PHY) ATK + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +400.",bronze,1,0,400,0,5,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
70,Skill Orb (PHY) ATK + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's ATK +500.",bronze,1,0,500,0,5,10,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
71,Skill Orb (PHY) DEF + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +100.",bronze,1,0,0,100,5,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
72,Skill Orb (PHY) DEF + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +200.",bronze,1,0,0,200,5,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
73,Skill Orb (PHY) DEF + Lv. 3,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +300.",bronze,1,0,0,300,5,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
74,Skill Orb (PHY) DEF + Lv. 4,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +400.",bronze,1,0,0,400,5,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
75,Skill Orb (PHY) DEF + Lv. 5,"A Skill Orb you can equip to a UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,5,9,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
76,Skill Orb (AGL) Critical Hit + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,7,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
77,Skill Orb (AGL) Critical Hit + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,7,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
78,Skill Orb (AGL) Evasion + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,6,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
79,Skill Orb (AGL) Evasion + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,6,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
80,Skill Orb (AGL) Type ATK Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,5,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
81,Skill Orb (AGL) Type ATK Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,5,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
82,Skill Orb (AGL) Type DEF Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,4,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
83,Skill Orb (AGL) Type DEF Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,4,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
84,Skill Orb (AGL) Super Attack Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,3,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
85,Skill Orb (AGL) Super Attack Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,3,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
86,Skill Orb (AGL) Recovery Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,11,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
87,Skill Orb (AGL) Recovery Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,1,11,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
88,Skill Orb (TEQ) Combo Attack + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,2,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
89,Skill Orb (TEQ) Combo Attack + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,2,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
90,Skill Orb (TEQ) Evasion + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,6,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
91,Skill Orb (TEQ) Evasion + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,6,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
92,Skill Orb (TEQ) Type ATK Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,5,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
93,Skill Orb (TEQ) Type ATK Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,5,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
94,Skill Orb (TEQ) Type DEF Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,4,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
95,Skill Orb (TEQ) Type DEF Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,4,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
96,Skill Orb (TEQ) Super Attack Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,3,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
97,Skill Orb (TEQ) Super Attack Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,3,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
98,Skill Orb (TEQ) Recovery Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,11,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
99,Skill Orb (TEQ) Recovery Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,2,11,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
100,Skill Orb (INT) Combo Attack + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,2,0,2024-07-24 07:39:50.894937,2024-07-24 07:39:50.894937
101,Skill Orb (INT) Combo Attack + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,2,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
102,Skill Orb (INT) Critical Hit + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,7,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
103,Skill Orb (INT) Critical Hit + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,7,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
104,Skill Orb (INT) Type ATK Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,5,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
105,Skill Orb (INT) Type ATK Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,5,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
106,Skill Orb (INT) Type DEF Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,4,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
107,Skill Orb (INT) Type DEF Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,4,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
108,Skill Orb (INT) Super Attack Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,3,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
109,Skill Orb (INT) Super Attack Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,3,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
110,Skill Orb (INT) Recovery Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,11,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
111,Skill Orb (INT) Recovery Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,3,11,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
112,Skill Orb (STR) Combo Attack + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,2,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
113,Skill Orb (STR) Combo Attack + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,2,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
114,Skill Orb (STR) Evasion + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,6,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
115,Skill Orb (STR) Evasion + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,6,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
116,Skill Orb (STR) Type ATK Boost + Lv. 1,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,5,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
117,Skill Orb (STR) Type ATK Boost + Lv. 2,"A Skill Orb you can equip to a UR/LR character. 
The Skill Orb's level is added to the equipped 
character's Hidden Potential Skill level.",bronze,1,0,0,0,4,5,0,2024-07-24 07:39:50.907401,2024-07-24 07:39:50.907401
