id,potential_skill_id,lv,value,created_at,updated_at
409,4,9,45,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
410,4,10,50,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
411,4,11,55,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
412,4,12,60,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
413,4,13,65,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
414,4,14,70,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
415,4,15,75,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
416,4,16,80,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
417,4,17,85,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
418,4,18,90,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
419,4,19,95,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
420,4,20,100,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
501,5,1,1,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
502,5,2,2,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
503,5,3,3,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
504,5,4,4,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
505,5,5,5,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
506,5,6,6,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
507,5,7,7,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
508,5,8,8,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
509,5,9,9,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
510,5,10,10,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
511,5,11,11,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
512,5,12,12,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
513,5,13,13,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
514,5,14,14,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
515,5,15,15,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
516,5,16,16,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
517,5,17,17,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
518,5,18,18,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
519,5,19,19,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
520,5,20,20,2024-04-30 09:30:46.878980,2024-04-30 09:30:46.878980
601,6,1,5,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
602,6,2,10,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
603,6,3,15,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
604,6,4,20,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
605,6,5,25,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
606,6,6,30,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
607,6,7,35,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
608,6,8,40,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
609,6,9,45,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
610,6,10,50,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
611,6,11,55,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
612,6,12,60,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
613,6,13,65,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
614,6,14,70,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
615,6,15,75,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
616,6,16,80,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
617,6,17,85,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
618,6,18,90,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
619,6,19,95,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
620,6,20,100,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
621,1,21,42,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
622,1,22,44,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
623,1,23,46,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
624,1,24,48,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
625,1,25,50,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
626,2,21,42,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
627,2,22,44,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
628,2,23,46,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
629,2,24,48,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
630,2,25,50,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
631,3,21,21,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
632,3,22,22,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
633,3,23,23,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
634,3,24,24,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
635,3,25,25,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
636,4,21,105,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
637,4,22,110,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
638,4,23,115,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
639,4,24,120,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
640,4,25,125,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
641,5,21,21,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
642,5,22,22,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
643,5,23,23,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
644,5,24,24,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
645,5,25,25,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
646,6,21,105,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
647,6,22,110,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
648,6,23,115,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
649,6,24,120,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
650,6,25,125,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
651,7,21,105,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
652,7,22,110,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
653,7,23,115,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
654,7,24,120,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
655,7,25,125,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
701,7,1,5,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
702,7,2,10,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
703,7,3,15,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
704,7,4,20,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
705,7,5,25,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
706,7,6,30,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
707,7,7,35,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
708,7,8,40,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
709,7,9,45,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
710,7,10,50,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
711,7,11,55,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
712,7,12,60,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
713,7,13,65,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
714,7,14,70,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
715,7,15,75,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
716,7,16,80,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
717,7,17,85,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
718,7,18,90,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
719,7,19,95,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
720,7,20,100,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1000,1,26,52,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1001,1,27,54,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1002,1,28,56,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1003,1,29,58,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1004,1,30,60,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1005,1,31,62,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1006,1,32,64,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1007,1,33,66,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1008,1,34,68,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1009,1,35,70,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1010,1,36,72,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1011,1,37,74,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1012,1,38,76,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1013,1,39,78,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1014,1,40,80,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1015,1,41,82,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1016,1,42,84,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1017,1,43,86,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1018,1,44,88,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1019,1,45,90,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1020,1,46,92,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1021,1,47,94,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1022,1,48,96,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1023,1,49,98,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1024,1,50,100,2024-04-30 09:30:46.886073,2024-04-30 09:30:46.886073
1025,2,26,52,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1026,2,27,54,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1027,2,28,56,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1028,2,29,58,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1029,2,30,60,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1030,2,31,62,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1031,2,32,64,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1032,2,33,66,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1033,2,34,68,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1034,2,35,70,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1035,2,36,72,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1036,2,37,74,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1037,2,38,76,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1038,2,39,78,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1039,2,40,80,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1040,2,41,82,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1041,2,42,84,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1042,2,43,86,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1043,2,44,88,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1044,2,45,90,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1045,2,46,92,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1046,2,47,94,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1047,2,48,96,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1048,2,49,98,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1049,2,50,100,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1050,3,26,26,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1051,3,27,27,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1052,3,28,28,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1053,3,29,29,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1054,3,30,30,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1055,3,31,31,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1056,3,32,32,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1057,3,33,33,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1058,3,34,34,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1059,3,35,35,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1060,3,36,36,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1061,3,37,37,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1062,3,38,38,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1063,3,39,39,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1064,3,40,40,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1065,3,41,41,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1066,3,42,42,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1067,3,43,43,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1068,3,44,44,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1069,3,45,45,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1070,3,46,46,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1071,3,47,47,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1072,3,48,48,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1073,3,49,49,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1074,3,50,50,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1075,4,26,130,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1076,4,27,135,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1077,4,28,140,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1078,4,29,145,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1079,4,30,150,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1080,4,31,155,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1081,4,32,160,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1082,4,33,165,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1083,4,34,170,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1084,4,35,175,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1085,4,36,180,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1086,4,37,185,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1087,4,38,190,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1088,4,39,195,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1089,4,40,200,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1090,4,41,205,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1091,4,42,210,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1092,4,43,215,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1093,4,44,220,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1094,4,45,225,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1095,4,46,230,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1096,4,47,235,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1097,4,48,240,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1098,4,49,245,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1099,4,50,250,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1100,5,26,26,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1101,5,27,27,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1102,5,28,28,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1103,5,29,29,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1104,5,30,30,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1105,5,31,31,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1106,5,32,32,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1107,5,33,33,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1108,5,34,34,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1109,5,35,35,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1110,5,36,36,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1111,5,37,37,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1112,5,38,38,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1113,5,39,39,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1114,5,40,40,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1115,5,41,41,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1116,5,42,42,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1117,5,43,43,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1118,5,44,44,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1119,5,45,45,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1120,5,46,46,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1121,5,47,47,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1122,5,48,48,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1123,5,49,49,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1124,5,50,50,2024-04-30 09:30:46.891878,2024-04-30 09:30:46.891878
1125,6,26,130,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1126,6,27,135,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1127,6,28,140,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1128,6,29,145,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1129,6,30,150,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1130,6,31,155,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1131,6,32,160,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1132,6,33,165,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1133,6,34,170,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1134,6,35,175,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1135,6,36,180,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1136,6,37,185,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1137,6,38,190,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1138,6,39,195,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1139,6,40,200,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1140,6,41,205,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1141,6,42,210,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1142,6,43,215,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1143,6,44,220,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1144,6,45,225,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1145,6,46,230,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1146,6,47,235,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1147,6,48,240,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1148,6,49,245,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1149,6,50,250,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1150,7,26,130,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1151,7,27,135,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1152,7,28,140,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1153,7,29,145,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1154,7,30,150,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1155,7,31,155,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1156,7,32,160,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1157,7,33,165,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1158,7,34,170,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1159,7,35,175,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1160,7,36,180,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1161,7,37,185,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1162,7,38,190,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1163,7,39,195,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1164,7,40,200,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1165,7,41,205,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1166,7,42,210,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1167,7,43,215,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
1168,7,44,220,2024-04-30 09:30:46.896221,2024-04-30 09:30:46.896221
