id,rmbattle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
1019,1010,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,Clear 8 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1020,1010,13,PotentialItem,50,0,INT Potential Orb (L) x50,Clear 8 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1021,1010,14,PotentialItem,50,0,STR Potential Orb (L) x50,Clear 8 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1022,1010,15,PotentialItem,50,0,PHY Potential Orb (L) x50,Clear 8 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1023,1011,9,AwakeningItem,20,0,(Awakening Medals) Kami x20,Clear Level 1.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1024,1012,10,AwakeningItem,20,0,(Awakening Medals) Grand Elder Guru x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1025,1013,11,AwakeningItem,20,0,(Awakening Medals) Babidi x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1026,1014,12,AwakeningItem,20,0,(Awakening Medals) Bibidi x20,Clear Level 1 for 4 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1027,1015,13,AwakeningItem,20,0,(Awakening Medals) Korin x20,Clear Level 1 for 5 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1028,1016,1002630,Card,1,765122,[1 Million Zeni] Hercule Statue (Gold) x1,Clear Level 2.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1029,1017,1002630,Card,1,765122,[1 Million Zeni] Hercule Statue (Gold) x1,Clear Level 2 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1030,1018,1005480,Card,1,765122,(1.5 Million) Hercule Statue (Platinum) x1,Clear Level 2 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1031,1019,19,AwakeningItem,1,0,(Awakening Medal) Supreme Kai x1,Clear Level 2 for 4 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1032,1020,20,AwakeningItem,1,0,(Awakening Medal) Elder Kai x1,Clear Level 2 for 5 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1033,1021,11,Point::Stone,10,0,Dragon Stone x10,Clear Level 3.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1034,1022,20,AwakeningItem,1,0,(Awakening Medal) Elder Kai x1,Clear Level 3 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1035,1023,19,AwakeningItem,1,0,(Awakening Medal) Supreme Kai x1,Clear Level 3 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1036,1024,20,AwakeningItem,1,0,(Awakening Medal) Elder Kai x1,Clear Level 3 for 4 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
1037,1025,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,Clear Level 3 for 5 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2001,2001,11,Point::Stone,1,0,Dragon Stone x1,Enter an Ultimate Clash.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2002,2002,2000,TreasureItem,5000,0,Battlefield Memory x5000,[Weekly] Clear 3 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2003,2003,900,TrainingItem,1,0,Z-Sword [AGL] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2004,2003,901,TrainingItem,1,0,Z-Sword [TEQ] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2005,2003,902,TrainingItem,1,0,Z-Sword [INT] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2006,2003,903,TrainingItem,1,0,Z-Sword [STR] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2007,2003,904,TrainingItem,1,0,Z-Sword [PHY] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2008,2004,11,Point::Stone,3,0,Dragon Stone x3,Clear 2 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2009,2005,1002630,Card,1,765122,(1 Million Zeni) Hercule Statue (Gold) x1,Clear 3 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2010,2006,1005480,Card,1,765122,(1.5 Million) Hercule Statue (Platinum) x1,Clear 4 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2011,2007,11,Point::Stone,5,0,Dragon Stone x5,Clear 5 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2012,2008,19,AwakeningItem,1,0,(Awakening Medal) Supreme Kai x1,Clear 6 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2013,2009,20,AwakeningItem,1,0,(Awakening Medal) Elder Kai x1,Clear 7 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2014,2010,7,TrainingField,3,0,Gravity Chamber (150G) x3,Clear 8 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2015,2011,1,AwakeningItem,20,0,(Awakening Medals) Gregory x20,Clear Level 1.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2016,2011,2,AwakeningItem,20,0,(Awakening Medals) Bubbles x20,Clear Level 1.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2017,2011,3,AwakeningItem,20,0,(Awakening Medals) Dr. Gero x20,Clear Level 1.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2018,2012,4,AwakeningItem,20,0,(Awakening Medals) Mr. Popo x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2019,2012,5,AwakeningItem,20,0,(Awakening Medals) Master Shen x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2020,2012,6,AwakeningItem,20,0,(Awakening Medals) Master Roshi x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2021,2012,7,AwakeningItem,20,0,(Awakening Medals) Mutaito x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2022,2012,8,AwakeningItem,20,0,(Awakening Medals) Grandpa Gohan x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2023,2013,9,AwakeningItem,20,0,(Awakening Medals) Kami x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2024,2013,10,AwakeningItem,20,0,(Awakening Medals) Grand Elder Guru x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2025,2013,11,AwakeningItem,20,0,(Awakening Medals) Babidi x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2026,2013,12,AwakeningItem,20,0,(Awakening Medals) Bibidi x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2027,2013,13,AwakeningItem,20,0,(Awakening Medals) Korin x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2028,2014,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2029,2014,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2030,2014,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2031,2014,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2032,2014,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2033,2015,6,PotentialItem,500,0,AGL Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2034,2015,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2035,2015,8,PotentialItem,500,0,INT Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2036,2015,9,PotentialItem,500,0,STR Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2037,2015,10,PotentialItem,500,0,PHY Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2038,2016,11,PotentialItem,50,0,AGL Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2039,2016,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2040,2016,13,PotentialItem,50,0,INT Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2041,2016,14,PotentialItem,50,0,STR Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2042,2016,15,PotentialItem,50,0,PHY Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2043,2017,11,Point::Stone,10,0,Dragon Stone x10,Clear Level 3.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2044,2018,19,AwakeningItem,2,0,(Awakening Medals) Supreme Kai x2,Clear Level 3 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2045,2018,20,AwakeningItem,2,0,(Awakening Medals) Elder Kai x2,Clear Level 3 for 2 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
2046,2019,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,Clear Level 3 for 3 times.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3001,3001,11,Point::Stone,1,0,Dragon Stone x1,Enter an Ultimate Clash.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3002,3002,2000,TreasureItem,5000,0,Battlefield Memory x5000,[Weekly] Clear 3 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3003,3003,900,TrainingItem,1,0,Z-Sword [AGL] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3004,3003,901,TrainingItem,1,0,Z-Sword [TEQ] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3005,3003,902,TrainingItem,1,0,Z-Sword [INT] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3006,3003,903,TrainingItem,1,0,Z-Sword [STR] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3007,3003,904,TrainingItem,1,0,Z-Sword [PHY] x1,Clear 1 stage.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3008,3004,11,Point::Stone,3,0,Dragon Stone x3,Clear 2 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3009,3005,1002630,Card,1,765122,(1 Million Zeni) Hercule Statue (Gold) x1,Clear 3 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3010,3006,1005480,Card,1,765122,(1.5 Million) Hercule Statue (Platinum) x1,Clear 4 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3011,3007,11,Point::Stone,5,0,Dragon Stone x5,Clear 5 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3012,3008,19,AwakeningItem,1,0,(Awakening Medal) Supreme Kai x1,Clear 6 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3013,3009,20,AwakeningItem,1,0,(Awakening Medal) Elder Kai x1,Clear 7 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3014,3010,7,TrainingField,3,0,Gravity Chamber (150G) x3,Clear 8 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3015,3011,1013400,Card,3,0,[Light Doze] Elder Kai (Dozing) x3,Clear 9 stages.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3016,3012,1,AwakeningItem,20,0,(Awakening Medals) Gregory x20,Clear Level 1.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3017,3012,2,AwakeningItem,20,0,(Awakening Medals) Bubbles x20,Clear Level 1.,2024-02-27 09:32:27.132283,2024-02-27 09:32:27.132283
3018,3012,3,AwakeningItem,20,0,(Awakening Medals) Dr. Gero x20,Clear Level 1.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3019,3013,4,AwakeningItem,20,0,(Awakening Medals) Mr. Popo x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3020,3013,5,AwakeningItem,20,0,(Awakening Medals) Master Shen x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3021,3013,6,AwakeningItem,20,0,(Awakening Medals) Master Roshi x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3022,3013,7,AwakeningItem,20,0,(Awakening Medals) Mutaito x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3023,3013,8,AwakeningItem,20,0,(Awakening Medals) Grandpa Gohan x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3024,3014,9,AwakeningItem,20,0,(Awakening Medals) Kami x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3025,3014,10,AwakeningItem,20,0,(Awakening Medals) Grand Elder Guru x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3026,3014,11,AwakeningItem,20,0,(Awakening Medals) Babidi x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3027,3014,12,AwakeningItem,20,0,(Awakening Medals) Bibidi x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3028,3014,13,AwakeningItem,20,0,(Awakening Medals) Korin x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3029,3015,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3030,3015,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3031,3015,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3032,3015,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3033,3015,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3034,3016,6,PotentialItem,500,0,AGL Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3035,3016,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3036,3016,8,PotentialItem,500,0,INT Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3037,3016,9,PotentialItem,500,0,STR Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3038,3016,10,PotentialItem,500,0,PHY Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3039,3017,11,PotentialItem,50,0,AGL Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3040,3017,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3041,3017,13,PotentialItem,50,0,INT Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3042,3017,14,PotentialItem,50,0,STR Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3043,3017,15,PotentialItem,50,0,PHY Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3044,3018,11,Point::Stone,10,0,Dragon Stone x10,Clear Level 3.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3045,3019,19,AwakeningItem,2,0,(Awakening Medals) Supreme Kai x2,Clear Level 3 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3046,3019,20,AwakeningItem,2,0,(Awakening Medals) Elder Kai x2,Clear Level 3 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
3047,3020,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,Clear Level 3 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4001,4001,11,Point::Stone,1,0,Dragon Stone x1,Enter an Ultimate Clash.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4002,4002,2000,TreasureItem,5000,0,Battlefield Memory x5000,[Weekly] Clear a stage 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4003,4003,900,TrainingItem,1,0,Z-Sword [AGL] x1,Clear a stage once.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4004,4003,901,TrainingItem,1,0,Z-Sword [TEQ] x1,Clear a stage once.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4005,4003,902,TrainingItem,1,0,Z-Sword [INT] x1,Clear a stage once.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4006,4003,903,TrainingItem,1,0,Z-Sword [STR] x1,Clear a stage once.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4007,4003,904,TrainingItem,1,0,Z-Sword [PHY] x1,Clear a stage once.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4008,4004,11,Point::Stone,3,0,Dragon Stone x3,Clear a stage 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4009,4005,1002630,Card,1,765122,[1 Million Zeni] Hercule Statue (Gold) x1,Clear a stage 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4010,4006,1005480,Card,1,765122,[1.5 Million Zeni] Hercule Statue (Platinum) x 1,Clear a stage 4 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4011,4007,11,Point::Stone,5,0,Dragon Stone x5,Clear a stage 5 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4012,4008,19,AwakeningItem,1,0,[Awakening Medal] Supreme Kai x1,Clear a stage 6 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4013,4009,20,AwakeningItem,1,0,[Awakening Medal] Elder Kai x1,Clear a stage 7 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4014,4010,7,TrainingField,3,0,Gravity Chamber (150G) x3,Clear a stage 8 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4015,4011,1013400,Card,3,0,[Light Doze] Elder Kai (Dozing) x3,Clear a stage 9 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4016,4012,1,AwakeningItem,20,0,[Awakening Medal] Gregory x20,Clear Level 1.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4017,4012,2,AwakeningItem,20,0,[Awakening Medal] Bubbles x20,Clear Level 1.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4018,4012,3,AwakeningItem,20,0,[Awakening Medal] Dr. Gero x20,Clear Level 1.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4019,4013,4,AwakeningItem,20,0,[Awakening Medal] Mr. Popo x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4020,4013,5,AwakeningItem,20,0,[Awakening Medal] Master Shen x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4021,4013,6,AwakeningItem,20,0,[Awakening Medal] Master Roshi x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4022,4013,7,AwakeningItem,20,0,[Awakening Medal] Mutaito x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4023,4013,8,AwakeningItem,20,0,[Awakening Medal] Grandpa Gohan x20,Clear Level 1 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4024,4014,9,AwakeningItem,20,0,[Awakening Medal] Kami x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4025,4014,10,AwakeningItem,20,0,[Awakening Medal] Grand Elder Guru x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4026,4014,11,AwakeningItem,20,0,[Awakening Medal] Babidi x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4027,4014,12,AwakeningItem,20,0,[Awakening Medal] Bibidi x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4028,4014,13,AwakeningItem,20,0,[Awakening Medal] Korin x20,Clear Level 1 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4029,4015,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4030,4015,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4031,4015,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4032,4015,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4033,4015,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,Clear Level 2.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4034,4016,6,PotentialItem,500,0,AGL Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4035,4016,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4036,4016,8,PotentialItem,500,0,INT Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4037,4016,9,PotentialItem,500,0,STR Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4038,4016,10,PotentialItem,500,0,PHY Potential Orb (M) x500,Clear Level 2 for 2 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4039,4017,11,PotentialItem,50,0,AGL Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4040,4017,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4041,4017,13,PotentialItem,50,0,INT Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4042,4017,14,PotentialItem,50,0,STR Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4043,4017,15,PotentialItem,50,0,PHY Potential Orb (L) x50,Clear Level 2 for 3 times.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
4044,4018,11,Point::Stone,10,0,Dragon Stone x10,Clear Level 3.,2024-02-27 09:32:27.143202,2024-02-27 09:32:27.143202
