id,rmbattle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
1019,1010,12,PotentialItem,50,0,技の潜在能力玉（大） × 50,８ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1020,1010,13,PotentialItem,50,0,知の潜在能力玉（大） × 50,８ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1021,1010,14,PotentialItem,50,0,力の潜在能力玉（大） × 50,８ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1022,1010,15,PotentialItem,50,0,体の潜在能力玉（大） × 50,８ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1023,1011,9,AwakeningItem,20,0,神様 ×20,LEVEL1をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1024,1012,10,AwakeningItem,20,0,最長老 ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1025,1013,11,AwakeningItem,20,0,バビディ ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1026,1014,12,AwakeningItem,20,0,ビビディ ×20,LEVEL1を4回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1027,1015,13,AwakeningItem,20,0,カリン ×20,LEVEL1を5回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1028,1016,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1029,1017,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1030,1018,1005480,Card,1,765122,【150万ゼニー】サタン像（プラチナ） ×1,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1031,1019,19,AwakeningItem,1,0,【覚醒メダル】東の界王神,LEVEL2を4回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1032,1020,20,AwakeningItem,1,0,【覚醒メダル】老界王神,LEVEL2を5回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1033,1021,11,Point::Stone,10,0,龍石10個,LEVEL3をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1034,1022,20,AwakeningItem,1,0,【覚醒メダル】老界王神,LEVEL3を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1035,1023,19,AwakeningItem,1,0,【覚醒メダル】東の界王神,LEVEL3を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1036,1024,20,AwakeningItem,1,0,【覚醒メダル】老界王神,LEVEL3を4回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
1037,1025,1003970,Card,1,0,【不思議な儀式】老界王神,LEVEL3を5回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2001,2001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2002,2002,2000,TreasureItem,5000,0,激闘の記憶5000個,[ウィークリー]３ステージクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
2003,2003,900,TrainingItem,1,0,ゼットソード[速] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2004,2003,901,TrainingItem,1,0,ゼットソード[技] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2005,2003,902,TrainingItem,1,0,ゼットソード[知] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2006,2003,903,TrainingItem,1,0,ゼットソード[力] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2007,2003,904,TrainingItem,1,0,ゼットソード[体] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2008,2004,11,Point::Stone,3,0,龍石3個,２ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2009,2005,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,３ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2010,2006,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,４ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2011,2007,11,Point::Stone,5,0,龍石5個,５ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2012,2008,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,６ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2013,2009,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,７ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2014,2010,7,TrainingField,3,0,重力室(150倍) ×3,８ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2015,2011,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2016,2011,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2017,2011,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2018,2012,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2019,2012,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2020,2012,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2021,2012,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2022,2012,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2023,2013,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2024,2013,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2025,2013,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2026,2013,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2027,2013,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2028,2014,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2029,2014,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2030,2014,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2031,2014,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2032,2014,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2033,2015,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2034,2015,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2035,2015,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2036,2015,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2037,2015,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2038,2016,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2039,2016,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2040,2016,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2041,2016,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2042,2016,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2043,2017,11,Point::Stone,10,0,龍石10個,LEVEL3をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2044,2018,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2045,2018,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
2046,2019,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3001,3001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3002,3002,2000,TreasureItem,5000,0,激闘の記憶5000個,[ウィークリー]３ステージクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
3003,3003,900,TrainingItem,1,0,ゼットソード[速] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3004,3003,901,TrainingItem,1,0,ゼットソード[技] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3005,3003,902,TrainingItem,1,0,ゼットソード[知] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3006,3003,903,TrainingItem,1,0,ゼットソード[力] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3007,3003,904,TrainingItem,1,0,ゼットソード[体] ×1,１ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3008,3004,11,Point::Stone,3,0,龍石3個,２ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3009,3005,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,３ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3010,3006,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,４ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3011,3007,11,Point::Stone,5,0,龍石5個,５ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3012,3008,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,６ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3013,3009,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,７ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3014,3010,7,TrainingField,3,0,重力室(150倍) ×3,８ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3015,3011,1013400,Card,3,0,【かすかな寝息】老界王神(居眠り) ×3,９ステージクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3016,3012,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3017,3012,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3018,3012,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3019,3013,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3020,3013,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3021,3013,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3022,3013,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3023,3013,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3024,3014,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3025,3014,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3026,3014,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3027,3014,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3028,3014,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3029,3015,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3030,3015,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3031,3015,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3032,3015,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3033,3015,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3034,3016,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3035,3016,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3036,3016,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3037,3016,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3038,3016,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3039,3017,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3040,3017,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3041,3017,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3042,3017,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3043,3017,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3044,3018,11,Point::Stone,10,0,龍石10個,LEVEL3をクリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3045,3019,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3046,3019,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
3047,3020,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリアしよう,2024-07-30 02:08:07,2024-07-30 02:08:07
4001,4001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう,2024-07-30 02:08:07,2024-07-30 02:08:07
4002,4002,2000,TreasureItem,5000,0,激闘の記憶5000個,[ウィークリー]ステージ3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4003,4003,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4004,4003,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4005,4003,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4006,4003,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4007,4003,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4008,4004,11,Point::Stone,3,0,龍石3個,ステージ2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4009,4005,1002630,Card,1,765122,【100万ゼニー】サタン像(金) ×1,ステージ3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4010,4006,1005480,Card,1,765122,【150万ゼニー】サタン像(プラチナ) ×1,ステージ4回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4011,4007,11,Point::Stone,5,0,龍石5個,ステージ5回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4012,4008,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,ステージ6回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4013,4009,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,ステージ7回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4014,4010,7,TrainingField,3,0,重力室(150倍) ×3,ステージ8回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4015,4011,1013400,Card,3,0,【かすかな寝息】老界王神(居眠り) ×3,ステージ9回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4016,4012,1,AwakeningItem,20,0,【覚醒メダル】グレゴリー ×20,LEVEL1をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4017,4012,2,AwakeningItem,20,0,【覚醒メダル】バブルス ×20,LEVEL1をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4018,4012,3,AwakeningItem,20,0,【覚醒メダル】ドクターゲロ ×20,LEVEL1をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4019,4013,4,AwakeningItem,20,0,【覚醒メダル】ミスター・ポポ ×20,LEVEL1を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4020,4013,5,AwakeningItem,20,0,【覚醒メダル】鶴仙人 ×20,LEVEL1を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4021,4013,6,AwakeningItem,20,0,【覚醒メダル】亀仙人 ×20,LEVEL1を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4022,4013,7,AwakeningItem,20,0,【覚醒メダル】武泰斗 ×20,LEVEL1を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4023,4013,8,AwakeningItem,20,0,【覚醒メダル】孫悟飯(じいちゃん) ×20,LEVEL1を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4024,4014,9,AwakeningItem,20,0,【覚醒メダル】神様 ×20,LEVEL1を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4025,4014,10,AwakeningItem,20,0,【覚醒メダル】最長老 ×20,LEVEL1を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4026,4014,11,AwakeningItem,20,0,【覚醒メダル】バビディ ×20,LEVEL1を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4027,4014,12,AwakeningItem,20,0,【覚醒メダル】ビビディ ×20,LEVEL1を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4028,4014,13,AwakeningItem,20,0,【覚醒メダル】カリン ×20,LEVEL1を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4029,4015,1,PotentialItem,1000,0,速の潜在能力玉(小) ×1000,LEVEL2をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4030,4015,2,PotentialItem,1000,0,技の潜在能力玉(小) ×1000,LEVEL2をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4031,4015,3,PotentialItem,1000,0,知の潜在能力玉(小) ×1000,LEVEL2をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4032,4015,4,PotentialItem,1000,0,力の潜在能力玉(小) ×1000,LEVEL2をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4033,4015,5,PotentialItem,1000,0,体の潜在能力玉(小) ×1000,LEVEL2をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4034,4016,6,PotentialItem,500,0,速の潜在能力玉(中) ×500,LEVEL2を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4035,4016,7,PotentialItem,500,0,技の潜在能力玉(中) ×500,LEVEL2を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4036,4016,8,PotentialItem,500,0,知の潜在能力玉(中) ×500,LEVEL2を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4037,4016,9,PotentialItem,500,0,力の潜在能力玉(中) ×500,LEVEL2を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4038,4016,10,PotentialItem,500,0,体の潜在能力玉(中) ×500,LEVEL2を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4039,4017,11,PotentialItem,50,0,速の潜在能力玉(大) ×50,LEVEL2を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4040,4017,12,PotentialItem,50,0,技の潜在能力玉(大) ×50,LEVEL2を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4041,4017,13,PotentialItem,50,0,知の潜在能力玉(大) ×50,LEVEL2を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4042,4017,14,PotentialItem,50,0,力の潜在能力玉(大) ×50,LEVEL2を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4043,4017,15,PotentialItem,50,0,体の潜在能力玉(大) ×50,LEVEL2を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4044,4018,11,Point::Stone,10,0,龍石10個,LEVEL3をクリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4045,4019,19,AwakeningItem,2,0,【覚醒メダル】東の界王神 ×2,LEVEL3を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4046,4019,20,AwakeningItem,2,0,【覚醒メダル】老界王神 ×2,LEVEL3を2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
4047,4020,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,LEVEL3を3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5001,5001,11,Point::Stone,1,0,龍石1個,大乱戦に参加しよう,2024-07-30 02:08:07,2024-07-30 02:08:07
5002,5002,2000,TreasureItem,1000,0,激闘の記憶1000個,[ウィークリー]ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5003,5003,2000,TreasureItem,2000,0,激闘の記憶2000個,[ウィークリー]ステージ2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5004,5004,2000,TreasureItem,3000,0,激闘の記憶3000個,[ウィークリー]ステージ3回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5005,5005,900,TrainingItem,1,0,ゼットソード[速] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5006,5005,901,TrainingItem,1,0,ゼットソード[技] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5007,5005,902,TrainingItem,1,0,ゼットソード[知] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5008,5005,903,TrainingItem,1,0,ゼットソード[力] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5009,5005,904,TrainingItem,1,0,ゼットソード[体] ×1,ステージ1回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
5010,5006,11,Point::Stone,3,0,龍石3個,ステージ2回クリア,2024-07-30 02:08:07,2024-07-30 02:08:07
