id,category,name,pack_name,scene_name,red,green,blue,alpha,lite_flicker_rate,created_at,updated_at
242,1,気弾ループ/敵,battle_20401,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
243,1,気弾消える/敵,battle_20401,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
300,1,気力出る,battle_30000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
301,1,気力ループ,battle_30000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
302,1,気力消える,battle_30000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
310,1,気力出る,battle_30100,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
311,1,気力ループ,battle_30100,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
312,1,気力消える,battle_30100,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
320,1,気力出る,battle_30200,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
321,1,気力ループ,battle_30200,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
323,1,気力消える,battle_30200,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
330,1,気力出る,battle_30300,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
331,1,気力ループ,battle_30300,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
332,1,気力消える,battle_30300,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
340,1,気力出る,battle_30400,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
341,1,気力ループ,battle_30400,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
342,1,気力消える,battle_30400,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
350,1,輪郭のぼやけたオーラ（黄）,battle_31000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
351,1,輪郭のぼやけたオーラ（赤）,battle_31001,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
352,1,輪郭のぼやけたオーラ（紫）,battle_31002,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
353,1,劇場版ゴッドSS用オーラ(青),battle_32000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
354,1,超サイヤ人ゴッドSS青オーラで界王拳使用時のオーラ,battle_33000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
355,1,超サイヤ人ゴッドSS青オーラで界王拳使用時のオーラ,battle_33000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
356,1,ゴクウブラックオーラ,battle_34000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
357,1,ゴクウブラック(超サイヤ人ロゼ)_オーラ,battle_35000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
358,1,超サイヤ人トランクス(未来)_オーラ,battle_36000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
359,1,S17b,battle_37000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
360,1,吸収,battle_37100,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
361,1,超サイヤ人4ゴジータオーラ,battle_38000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
362,1,オーラ（青）,battle_39000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
363,1,ディスポ(超最高速モード)_オーラ,battle_31002,ef_002,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
364,1,トッポ(破壊神モード_オーラ,battle_31002,ef_003,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
365,1,超サイヤ人ゴッドSSベジータ(進化)_オーラ,battle_39100,ef_001,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
366,1,ジレン_オーラ,battle_39101,ef_001,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
367,1,人造人間17号_超激戦用バリア,battle_37000,ef_002,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
368,1,超サイヤ人ゴジータ,battle_39103,ef_001,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
369,1,超サイヤ人ゴッドSSゴジータ,battle_39104,ef_001,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
370,1,超サイヤ人ブロリー,battle_39105,ef_001,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
371,1,超サイヤ人トランクス（未来）_オーラ,battle_39106,ef_001,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
372,1,激怒悟空_汎用オーラ,battle_39107,ef_001,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
373,1,ビルス(激怒時)_オーラ,battle_39108,ef_001,255,255,255,255,70,2024-06-03 02:00:05,2024-06-03 02:00:05
375,1,超フルパワーサイヤ人4（ゼノ）_オーラ,battle_39110,ef_001,255,255,255,255,70,2024-06-03 02:00:06,2024-06-03 02:00:06
376,1,超サイヤ人ゴッドSSべジータ(暴走制御) _オーラ,battle_39111,ef_001,255,255,255,255,70,2024-06-03 02:00:06,2024-06-03 02:00:06
377,1,孫悟飯(ビースト) _オーラ,battle_39112,ef_001,255,255,255,255,70,2024-06-03 02:00:06,2024-06-03 02:00:06
400,1,気力出る,battle_40000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
401,1,気絶,battle_40000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
402,1,動き停止,battle_40000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
403,1,氷,battle_40000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
404,1,火傷,battle_40000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
405,1,毒,battle_40000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
406,1,封印/スキル,battle_40000,ef_007,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
407,1,封印/リンク,battle_40000,ef_008,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
408,1,封印/必殺技,battle_40000,ef_009,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
409,1,封印/アイテム＆サポート,battle_40000,ef_010,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
500,1,体力回復（小）,battle_50000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
501,1,体力回復（中）,battle_50000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
502,1,体力回復（大）,battle_50000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
503,1,状態異状回復,battle_50000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
600,1,スキル disable,battle_60000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
601,1,スキル 発動,battle_60000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
602,1,マーカーチェンジ（赤）,battle_60000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
603,1,マーカーチェンジ（緑）,battle_60000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
604,1,マーカーチェンジ（青）,battle_60000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
605,1,ドッカン玉変更,battle_60000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
606,1,アップ,battle_60000,ef_007,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
607,1,ダウン,battle_60000,ef_008,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
700,1,瞬間移動,battle_70000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
701,1,移動開始,battle_70000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
702,1,移動開始,battle_70000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
703,1,気力移動,battle_70000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
704,1,気力移動,battle_70000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
705,1,移動開始,battle_70000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
706,1,移動開始,battle_70000,ef_007,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
707,1,気力移動/敵,battle_70000,ef_008,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
708,1,気力移動/敵,battle_70000,ef_009,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
800,1,キャラドロップ,battle_80000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
801,1,サポートドロップ,battle_80000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
802,1,アイテムドロップ,battle_80000,ef_007,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
900,1,地面から岩が浮き上がる（開始）,battle_90000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
901,1,地面から岩が浮き上がるループ,battle_90000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
902,1,地面から岩が浮き上がるエンド,battle_90000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
903,1,ぶっ飛ばし演出,battle_90000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
904,1,破片が散る,battle_90000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
905,1,フィニッシュHIT,battle_90000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
906,1,集中線,battle_90000,ef_007,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
907,1,流線(黒),battle_90000,ef_015,8,8,8,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
908,1,衝撃波,battle_90000,ef_009,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
909,1,岩が飛び散る,battle_90000,ef_010,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
910,1,トランジション,battle_90000,ef_011,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
911,1,集中線(黒),battle_90000,ef_007,8,8,8,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
912,1,流線　斜め　奥行き有り（黒,battle_90000,ef_014,8,8,8,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
913,1,流線 斜め 奥行きあり（白バージョン）,battle_90000,ef_014,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
914,1,流線（白バージョン）,battle_90000,ef_015,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
920,1,流線　必殺技用,battle_90001,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
921,1,流線　斜め　奥行きあり,battle_90001,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
922,1,流線(縦),battle_90001,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
923,1,流線　斜め　奥行きあり（縦）,battle_90001,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
924,1,ふっ飛ばし流線,battle_90002,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1000,1,敵の乱入攻撃,battle_100000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1001,1,リンク確定,battle_100000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1101,1,チェイン数 数字,battle_110000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1102,1,ダメージ数字,battle_110000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1103,1,倍率数字,battle_110000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1104,1,ラベルチェイン,battle_110000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1105,1,ラベルクリティカル,battle_110000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1106,1,ラベル トータルダメージ,battle_110000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1108,1,ダメージ数値（会心演出用）,battle_115000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1109,1,ダメージ数値（会心演出用）,battle_115000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1110,1,ダメージ数値（会心演出用）,battle_115000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1111,1,ダメージ数値（会心演出用）,battle_115000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1120,1,必殺技上限解放,battle_116000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1121,1,必殺技上限解放,battle_116000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1122,1,必殺技上限解放,battle_116000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1123,1,必殺技上限解放,battle_116000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1124,1,必殺技上限解放,battle_116000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1126,1,必殺技上限解放,battle_116000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1200,1,パッシブカットイン,battle_120000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1201,1,パッシブビリビリ,battle_120000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1202,1,ドッカン発動,battle_120000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1205,1,サポートアイテムカットイン,battle_120000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1300,1,バトルスタート,battle_130000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1301,1,KO,battle_130000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1302,1,バトルエンド,battle_130000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1303,1,ゲームオーバー,battle_130000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1400,1,リンクした時のサムネイルの背景エフェクト,battle_140000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1401,1,カットイン,battle_140000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1402,1,サムネイルの上に表示,battle_140000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1403,1,リンクの線,battle_140000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1404,1,サムネイル移動の矢印,battle_140000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1405,1,敵のサムネイルが光る,battle_140000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1406,1,敵のサムネイルが光ってフッターにセットされる,battle_140000,ef_007,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1407,1,次キャラの順番の矢印,battle_140000,ef_008,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1408,1,ステータスUP サムネイル,battle_140000,ef_009,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1409,1,ステータスDown  サムネイル,battle_140000,ef_010,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1410,1,ステータス回復 サムネイル,battle_140000,ef_011,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1411,1,リンクスキル発動,battle_140000,ef_012,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1412,1,リンクスキルサムネイル,battle_140000,ef_013,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1413,1,必殺技 発動,battle_140000,ef_014,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1414,1,ドッカン 発動,battle_140000,ef_015,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1500,1,必殺技共通,battle_150000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1501,1,必殺技共通,battle_150000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1502,1,必殺技共通,battle_150000,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1503,1,必殺技共通,battle_150000,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1504,1,必殺技共通,battle_150000,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1505,1,必殺技共通,battle_150000,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1506,1,必殺技共通,battle_150000,ef_007,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1507,1,必殺技共通,battle_150000,ef_008,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1508,1,必殺技共通,battle_150000,ef_009,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1509,1,必殺技共通,battle_150000,ef_010,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1510,1,必殺技共通,battle_150000,ef_011,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1511,1,必殺技カード揺れエフェクトA,battle_153000,ef_008a,255,255,255,255,70,2024-06-03 02:00:06,2024-06-03 02:00:06
1512,1,必殺技カード揺れエフェクトB,battle_153000,ef_008b,255,255,255,255,70,2024-06-03 02:00:06,2024-06-03 02:00:06
1513,1,必殺技カード揺れエフェクトC,battle_153000,ef_008c,255,255,255,255,70,2024-06-03 02:00:06,2024-06-03 02:00:06
1550,1,必殺技用（地球破壊演出黄色,battle_150001,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1551,1,必殺技用（地球破壊演出青,battle_150001,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1552,1,必殺技用(地球からマグマ噴射,battle_150002,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1553,1,必殺技用(地球爆発,battle_150003,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1554,1,「全体攻撃」文字,battle_151000,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1555,1,「全体攻撃」文字,battle_151000,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1556,1,宇宙からの俯瞰視点で地球から光が放出,battle_150004,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1557,1,宇宙からの俯瞰視点で地球からエネルギー波が放出,battle_150004,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1558,1,宇宙からの引きの俯瞰視点で地球を光弾が貫く,battle_150004,ef_003,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1559,1,無数の光弾が地球の周囲を飛び交う,battle_150004,ef_004,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1560,1,宇宙からの俯瞰視点で地球から光が放出（青）,battle_150004,ef_005,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1561,1,宇宙からの俯瞰視点で黄色い光弾が昇る,battle_150004,ef_006,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1562,1,宇宙からの俯瞰視点で紫の太い光弾が昇る,battle_150004,ef_007,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1563,1,必殺技用（エクスプロージョン）,battle_150005,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1564,1,必殺技用（エクスプロージョン）,battle_150005,ef_002,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1565,1,必殺技用（大猿火の海）,battle_150006,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1566,1,宇宙からの俯瞰視点で地球から光が放出（紫）,battle_150004,ef_008,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
1567,1,必殺技用（エクスプロージョン）_リベンジデスボール,battle_150015,ef_001,255,255,255,255,70,2024-06-03 02:00:04,2024-06-03 02:00:04
