id,budokai_box_ranking_reward_range_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
36,12,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
37,12,40001,AwakeningItem,20,0,【覚醒メダル】達人の証 × 20,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
38,12,1,SpecialItem,2,0,【銀】少年編ガシャチケット ×2,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
39,12,6,SupportItem,1,0,仙豆 × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
40,12,1002640,Card,1,93879,【50万ゼニー】サタン像(銀) × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
41,13,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
42,13,40001,AwakeningItem,10,0,【覚醒メダル】達人の証 × 10,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
43,13,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
44,13,1002650,Card,1,11333,【25万ゼニー】サタン像 (銅) × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
45,14,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
46,14,40001,AwakeningItem,5,0,【覚醒メダル】達人の証 × 5,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
47,14,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
48,15,1009210,Card,2,0,【大魔王を継ぐ者】ピッコロ × 2,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
49,15,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
50,15,2,SpecialItem,3,0,【金】少年編ガシャチケット ×3,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
51,15,11,Point::Stone,1,0,龍石1個,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
52,15,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
53,15,6,SupportItem,5,0,仙豆 × 5,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
54,16,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
55,16,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
56,16,2,SpecialItem,2,0,【金】少年編ガシャチケット ×2,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
57,16,11,Point::Stone,1,0,龍石1個,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
58,16,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
59,16,6,SupportItem,5,0,仙豆 × 5,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
60,17,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
61,17,40001,AwakeningItem,30,0,【覚醒メダル】達人の証 × 30,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
62,17,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
63,17,11,Point::Stone,1,0,龍石1個,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
64,17,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
65,17,6,SupportItem,3,0,仙豆 × 3,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
66,18,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
67,18,40001,AwakeningItem,20,0,【覚醒メダル】達人の証 × 20,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
68,18,1,SpecialItem,2,0,【銀】少年編ガシャチケット ×2,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
69,18,6,SupportItem,1,0,仙豆 × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
70,18,1002640,Card,1,93879,【50万ゼニー】サタン像(銀) × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
71,19,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
72,19,40001,AwakeningItem,10,0,【覚醒メダル】達人の証 × 10,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
73,19,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
74,19,1002650,Card,1,11333,【25万ゼニー】サタン像 (銅) × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
75,20,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
76,20,40001,AwakeningItem,5,0,【覚醒メダル】達人の証 × 5,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
77,20,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1701,171001,1009210,Card,2,0,【大魔王を継ぐ者】ピッコロ × 2,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1702,171001,40001,AwakeningItem,80,0,【覚醒メダル】達人の証 × 80,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1703,171001,2,SpecialItem,3,0,【金】少年編ガシャチケット ×3,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1704,171001,11,Point::Stone,1,0,龍石1個,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1705,171001,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1706,171001,6,SupportItem,5,0,仙豆 × 5,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1707,171002,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1708,171002,40001,AwakeningItem,80,0,【覚醒メダル】達人の証 × 80,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1709,171002,2,SpecialItem,2,0,【金】少年編ガシャチケット ×2,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1710,171002,11,Point::Stone,1,0,龍石1個,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1711,171002,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1712,171002,6,SupportItem,5,0,仙豆 × 5,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1713,171004,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1714,171004,40001,AwakeningItem,60,0,【覚醒メダル】達人の証 × 60,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1715,171004,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1716,171004,11,Point::Stone,1,0,龍石1個,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1717,171004,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1718,171004,6,SupportItem,3,0,仙豆 × 3,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1719,171011,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1720,171011,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1721,171011,1,SpecialItem,2,0,【銀】少年編ガシャチケット ×2,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1722,171011,6,SupportItem,1,0,仙豆 × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1723,171011,1002640,Card,1,93879,【50万ゼニー】サタン像(銀) × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1724,171021,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1725,171021,40001,AwakeningItem,20,0,【覚醒メダル】達人の証 × 20,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1726,171021,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1727,171021,1002650,Card,1,11333,【25万ゼニー】サタン像 (銅) × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1728,171051,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1729,171051,40001,AwakeningItem,10,0,【覚醒メダル】達人の証 × 10,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1730,171051,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1731,171101,40001,AwakeningItem,6,0,【覚醒メダル】達人の証 × 6,ローカルランキング101-150位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1732,171101,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング101-150位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1733,171151,40001,AwakeningItem,4,0,【覚醒メダル】達人の証 × 4,ローカルランキング151-200位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1734,171151,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング151-200位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1735,171201,40001,AwakeningItem,2,0,【覚醒メダル】達人の証 × 2,ローカルランキング201-250位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1736,171201,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング201-250位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1801,181001,1009210,Card,2,0,【大魔王を継ぐ者】ピッコロ × 2,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1802,181001,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1803,181001,2,SpecialItem,3,0,【金】少年編ガシャチケット ×3,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1804,181001,11,Point::Stone,1,0,龍石1個,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1805,181001,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1806,181001,6,SupportItem,5,0,仙豆 × 5,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1807,181002,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1808,181002,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1809,181002,2,SpecialItem,2,0,【金】少年編ガシャチケット ×2,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1810,181002,11,Point::Stone,1,0,龍石1個,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1811,181002,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1812,181002,6,SupportItem,5,0,仙豆 × 5,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1813,181004,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1814,181004,40001,AwakeningItem,30,0,【覚醒メダル】達人の証 × 30,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1815,181004,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1816,181004,11,Point::Stone,1,0,龍石1個,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1817,181004,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1818,181004,6,SupportItem,3,0,仙豆 × 3,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1819,181011,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1820,181011,40001,AwakeningItem,20,0,【覚醒メダル】達人の証 × 20,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1821,181011,1,SpecialItem,2,0,【銀】少年編ガシャチケット ×2,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1822,181011,6,SupportItem,1,0,仙豆 × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1823,181011,1002640,Card,1,93879,【50万ゼニー】サタン像(銀) × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1824,181021,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1825,181021,40001,AwakeningItem,10,0,【覚醒メダル】達人の証 × 10,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1826,181021,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1827,181021,1002650,Card,1,11333,【25万ゼニー】サタン像 (銅) × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1828,181051,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1829,181051,40001,AwakeningItem,8,0,【覚醒メダル】達人の証 × 8,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1830,181051,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1831,181101,40001,AwakeningItem,6,0,【覚醒メダル】達人の証 × 6,ローカルランキング101-150位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1832,181101,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング101-150位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1833,181151,40001,AwakeningItem,4,0,【覚醒メダル】達人の証 × 4,ローカルランキング151-200位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1834,181151,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング151-200位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1835,181201,40001,AwakeningItem,2,0,【覚醒メダル】達人の証 × 2,ローカルランキング201-250位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1836,181201,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング201-250位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1901,191001,1009210,Card,2,0,【大魔王を継ぐ者】ピッコロ × 2,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1902,191001,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1903,191001,2,SpecialItem,3,0,【金】少年編ガシャチケット ×3,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1904,191001,11,Point::Stone,1,0,龍石1個,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1905,191001,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1906,191001,6,SupportItem,5,0,仙豆 × 5,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1907,191002,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1908,191002,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1909,191002,2,SpecialItem,2,0,【金】少年編ガシャチケット ×2,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1910,191002,11,Point::Stone,1,0,龍石1個,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1911,191002,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1912,191002,6,SupportItem,5,0,仙豆 × 5,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1913,191004,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1914,191004,40001,AwakeningItem,30,0,【覚醒メダル】達人の証 × 30,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1915,191004,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1916,191004,11,Point::Stone,1,0,龍石1個,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1917,191004,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1918,191004,6,SupportItem,3,0,仙豆 × 3,ローカルランキング4-10位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1919,191011,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1920,191011,40001,AwakeningItem,20,0,【覚醒メダル】達人の証 × 20,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1921,191011,1,SpecialItem,2,0,【銀】少年編ガシャチケット ×2,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1922,191011,6,SupportItem,1,0,仙豆 × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1923,191011,1002640,Card,1,93879,【50万ゼニー】サタン像(銀) × 1,ローカルランキング11-20位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1924,191021,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1925,191021,40001,AwakeningItem,10,0,【覚醒メダル】達人の証 × 10,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1926,191021,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1927,191021,1002650,Card,1,11333,【25万ゼニー】サタン像 (銅) × 1,ローカルランキング21-50位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1928,191051,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1929,191051,40001,AwakeningItem,8,0,【覚醒メダル】達人の証 × 8,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1930,191051,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング51-100位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1931,191101,40001,AwakeningItem,6,0,【覚醒メダル】達人の証 × 6,ローカルランキング101-150位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1932,191101,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング101-150位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1933,191151,40001,AwakeningItem,4,0,【覚醒メダル】達人の証 × 4,ローカルランキング151-200位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1934,191151,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング151-200位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1935,191201,40001,AwakeningItem,2,0,【覚醒メダル】達人の証 × 2,ローカルランキング201-250位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
1936,191201,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,ローカルランキング201-250位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2001,201001,1009210,Card,2,0,【大魔王を継ぐ者】ピッコロ × 2,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2002,201001,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2003,201001,2,SpecialItem,3,0,【金】少年編ガシャチケット ×3,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2004,201001,11,Point::Stone,1,0,龍石1個,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2005,201001,1002630,Card,1,765122,【100万ゼニー】サタン像(金) × 1 など,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2006,201001,6,SupportItem,5,0,仙豆 × 5,ローカルランキング1位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2007,201002,1009210,Card,1,0,【大魔王を継ぐ者】ピッコロ × 1,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2008,201002,40001,AwakeningItem,40,0,【覚醒メダル】達人の証 × 40,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2009,201002,2,SpecialItem,2,0,【金】少年編ガシャチケット ×2,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
2010,201002,11,Point::Stone,1,0,龍石1個,ローカルランキング2-3位の報酬です,2024-06-17 02:02:12,2024-06-17 02:02:12
