id,enemy_skill_id,link_skill_id,created_at,updated_at
171000,1710,127,2024-06-03 02:02:00,2024-06-03 02:02:00
172000,1720,127,2024-06-03 02:02:00,2024-06-03 02:02:00
173000,1730,127,2024-06-03 02:02:00,2024-06-03 02:02:00
174000,1740,127,2024-06-03 02:02:00,2024-06-03 02:02:00
180000,1800,115,2024-06-03 02:02:00,2024-06-03 02:02:00
181000,1810,115,2024-06-03 02:02:00,2024-06-03 02:02:00
182000,1820,115,2024-06-03 02:02:00,2024-06-03 02:02:00
183000,1830,115,2024-06-03 02:02:00,2024-06-03 02:02:00
230000,2300,1003,2024-06-03 02:02:00,2024-06-03 02:02:00
232000,2320,1003,2024-06-03 02:02:00,2024-06-03 02:02:00
233000,2330,1003,2024-06-03 02:02:00,2024-06-03 02:02:00
234000,2340,1003,2024-06-03 02:02:00,2024-06-03 02:02:00
235000,2350,1003,2024-06-03 02:02:00,2024-06-03 02:02:00
240000,2400,29,2024-06-03 02:02:00,2024-06-03 02:02:00
254000,2540,50,2024-06-03 02:02:00,2024-06-03 02:02:00
273000,2720,116,2024-06-03 02:02:00,2024-06-03 02:02:00
274000,2730,116,2024-06-03 02:02:00,2024-06-03 02:02:00
275000,2740,116,2024-06-03 02:02:00,2024-06-03 02:02:00
276000,2750,116,2024-06-03 02:02:00,2024-06-03 02:02:00
290000,2900,95,2024-06-03 02:02:00,2024-06-03 02:02:00
291000,2910,95,2024-06-03 02:02:00,2024-06-03 02:02:00
292000,2920,95,2024-06-03 02:02:00,2024-06-03 02:02:00
293000,2930,95,2024-06-03 02:02:00,2024-06-03 02:02:00
314000,3130,1004,2024-06-03 02:02:00,2024-06-03 02:02:00
315000,3140,1004,2024-06-03 02:02:00,2024-06-03 02:02:00
328000,3280,109,2024-06-03 02:02:00,2024-06-03 02:02:00
329000,3290,109,2024-06-03 02:02:00,2024-06-03 02:02:00
350000,3500,59,2024-06-03 02:02:00,2024-06-03 02:02:00
351000,3510,59,2024-06-03 02:02:00,2024-06-03 02:02:00
352000,3520,59,2024-06-03 02:02:00,2024-06-03 02:02:00
353000,3530,59,2024-06-03 02:02:00,2024-06-03 02:02:00
430000,4300,79,2024-06-03 02:02:00,2024-06-03 02:02:00
431000,4310,79,2024-06-03 02:02:00,2024-06-03 02:02:00
432000,4320,79,2024-06-03 02:02:00,2024-06-03 02:02:00
433000,4330,79,2024-06-03 02:02:00,2024-06-03 02:02:00
434000,4340,79,2024-06-03 02:02:00,2024-06-03 02:02:00
511000,5110,103,2024-06-03 02:02:00,2024-06-03 02:02:00
580000,5800,115,2024-06-03 02:02:00,2024-06-03 02:02:00
581000,5810,115,2024-06-03 02:02:00,2024-06-03 02:02:00
582000,5820,115,2024-06-03 02:02:00,2024-06-03 02:02:00
583000,5830,115,2024-06-03 02:02:00,2024-06-03 02:02:00
590000,5900,127,2024-06-03 02:02:00,2024-06-03 02:02:00
591000,5910,127,2024-06-03 02:02:00,2024-06-03 02:02:00
592000,5920,127,2024-06-03 02:02:00,2024-06-03 02:02:00
593000,5930,127,2024-06-03 02:02:00,2024-06-03 02:02:00
640000,6400,66,2024-06-03 02:02:00,2024-06-03 02:02:00
641000,6410,66,2024-06-03 02:02:00,2024-06-03 02:02:00
642000,6420,66,2024-06-03 02:02:00,2024-06-03 02:02:00
643000,6430,66,2024-06-03 02:02:00,2024-06-03 02:02:00
644000,6440,66,2024-06-03 02:02:00,2024-06-03 02:02:00
650000,6500,40,2024-06-03 02:02:00,2024-06-03 02:02:00
651000,6510,40,2024-06-03 02:02:00,2024-06-03 02:02:00
652000,6520,40,2024-06-03 02:02:00,2024-06-03 02:02:00
653000,6530,40,2024-06-03 02:02:00,2024-06-03 02:02:00
654000,6540,40,2024-06-03 02:02:00,2024-06-03 02:02:00
658000,6580,40,2024-06-03 02:02:00,2024-06-03 02:02:00
724000,7240,1001,2024-06-03 02:02:00,2024-06-03 02:02:00
1000007,1000596,125,2021-02-17 05:39:53,2021-02-17 05:39:53
1000008,1000597,125,2021-02-17 11:48:56,2021-02-17 11:48:56
1000009,1000598,125,2021-02-17 11:48:56,2021-02-17 11:48:56
1000010,1000599,125,2021-02-17 11:48:56,2021-02-17 11:48:56
1000011,1000677,125,2021-06-11 09:08:00,2021-06-11 09:08:00
1000012,1000678,125,2021-06-11 09:08:00,2021-06-11 09:08:00
1000013,1000754,125,2021-08-31 01:26:02,2021-08-31 01:26:02
1000016,1000858,125,2021-12-29 01:41:20,2021-12-29 01:41:20
1000017,1000859,125,2021-12-29 01:41:20,2021-12-29 01:41:20
1000019,1000861,125,2021-12-29 01:55:56,2021-12-29 01:55:56
1000020,1000907,125,2022-02-14 05:32:40,2022-02-14 05:32:40
1000021,1000908,125,2022-02-14 05:32:40,2022-02-14 05:32:40
1000022,1000993,125,2022-05-10 03:12:53,2022-05-10 03:12:53
1000027,1001032,125,2022-07-04 09:47:10,2022-07-04 09:47:10
1000028,1001033,125,2022-07-04 09:47:10,2022-07-04 09:47:10
1000029,1001034,125,2022-07-04 10:40:24,2022-07-04 10:40:24
1000030,1001035,125,2022-07-04 10:40:24,2022-07-04 10:40:24
1006000,10060,103,2024-06-03 02:02:00,2024-06-03 02:02:00
1115000,11150,1004,2024-06-03 02:02:00,2024-06-03 02:02:00
1159000,11590,103,2024-06-03 02:02:00,2024-06-03 02:02:00
1160000,11600,103,2024-06-03 02:02:00,2024-06-03 02:02:00
1373000,13730,79,2024-06-03 02:02:00,2024-06-03 02:02:00
1434000,14340,1000,2024-06-03 02:02:00,2024-06-03 02:02:00
1435000,14350,1000,2024-06-03 02:02:00,2024-06-03 02:02:00
1793000,17930,1003,2024-06-03 02:02:00,2024-06-03 02:02:00
3064000,30640,40,2024-06-03 02:02:00,2024-06-03 02:02:00
3912000,39140,61,2024-06-03 02:02:00,2024-06-03 02:02:00
