id,collection_category_id,name,priority,card_id,background_id,created_at,updated_at
45,3,"超サイヤ人2
孫悟飯
(少年期)",86800,1002700,5,2024-05-29 02:26:46,2024-05-29 02:26:46
46,3,"超サイヤ人
孫悟飯
(青年期)",86700,1002200,4,2024-05-29 02:26:46,2024-05-29 02:26:46
47,3,"超サイヤ人
トランクス
(幼年期)",86100,1002570,3,2024-05-29 02:26:46,2024-05-29 02:26:46
48,3,"超サイヤ人
トランクス
(青年期)",86000,1001590,2,2024-05-29 02:26:46,2024-05-29 02:26:46
49,3,超トランクス,85300,1001800,3,2024-05-29 02:26:46,2024-05-29 02:26:46
50,3,"超サイヤ人
バーダック",85200,1001490,3,2024-05-29 02:26:46,2024-05-29 02:26:46
51,3,"超サイヤ人
ベジータ",84700,1000840,4,2024-05-29 02:26:46,2024-05-29 02:26:46
52,3,"超サイヤ人2
ベジータ",84500,1001790,5,2024-05-29 02:26:46,2024-05-29 02:26:46
53,3,"超サイヤ人ゴッド
SSベジータ",84050,1002090,3,2024-05-29 02:26:46,2024-05-29 02:26:46
54,3,スポポビッチ,82500,1000610,1,2024-05-29 02:26:46,2024-05-29 02:26:46
55,3,セリパ,82200,1001500,5,2024-05-29 02:26:46,2024-05-29 02:26:46
56,3,"セル
(第一形態)",82000,1000080,1,2024-05-29 02:26:46,2024-05-29 02:26:46
57,3,"セル
(第二形態)",81900,1001710,3,2024-05-29 02:26:46,2024-05-29 02:26:46
58,3,"セル
(完全体)",81800,1001720,4,2024-05-29 02:26:46,2024-05-29 02:26:46
59,3,ソルベ,81300,1002160,2,2024-05-29 02:26:46,2024-05-29 02:26:46
60,3,孫悟空,81200,1003140,2,2024-05-29 02:26:46,2024-05-29 02:26:46
61,3,"孫悟空
(界王拳)",81100,1001400,5,2024-05-29 02:26:46,2024-05-29 02:26:46
62,3,"孫悟空
(少年期)",80900,1002240,5,2024-05-29 02:26:46,2024-05-29 02:26:46
63,3,"孫悟天
(幼年期)",80100,1002000,5,2024-05-29 02:26:46,2024-05-29 02:26:46
65,3,"孫悟飯
(幼年期)",79800,1001620,5,2024-05-29 02:26:46,2024-05-29 02:26:46
66,3,"孫悟飯
(青年期)",79600,1002190,1,2024-05-29 02:26:46,2024-05-29 02:26:46
67,3,"孫悟飯
(少年期)",79700,1002680,4,2024-05-29 02:26:46,2024-05-29 02:26:46
68,4,ダーブラ,79100,1001980,5,2024-05-29 02:26:46,2024-05-29 02:26:46
69,4,桃白白,78300,1000260,5,2024-05-29 02:26:46,2024-05-29 02:26:46
70,4,タゴマ,78200,1002170,1,2024-05-29 02:26:46,2024-05-29 02:26:46
71,4,タンバリン,77900,1000470,3,2024-05-29 02:26:46,2024-05-29 02:26:46
72,4,チチ,77700,1001040,3,2024-05-29 02:26:46,2024-05-29 02:26:46
73,4,"チチ
(少女期)",77600,1003540,2,2024-05-29 02:26:46,2024-05-29 02:26:46
74,4,餃子,77500,1000920,1,2024-05-29 02:26:46,2024-05-29 02:26:46
75,4,チルド,77100,2000180,1,2024-05-29 02:26:46,2024-05-29 02:26:46
76,4,鶴仙人,77000,1001380,2,2024-05-29 02:26:46,2024-05-29 02:26:46
77,4,天津飯,76600,1002600,2,2024-05-29 02:26:46,2024-05-29 02:26:46
78,4,トーマ,76300,1001540,2,2024-05-29 02:26:46,2024-05-29 02:26:46
79,4,ドクター・ゲロ,75800,1001840,4,2024-05-29 02:26:46,2024-05-29 02:26:46
80,4,トテッポ,75400,1001550,3,2024-05-29 02:26:46,2024-05-29 02:26:46
81,4,ドドリア,75200,1001050,4,2024-05-29 02:26:46,2024-05-29 02:26:46
82,4,ドラム,74800,1000490,5,2024-05-29 02:26:46,2024-05-29 02:26:46
83,4,"トランクス
(青年期)",74400,1001860,4,2024-05-29 02:26:46,2024-05-29 02:26:46
84,4,"トランクス
(ゼノ)",74300,2000170,4,2024-05-29 02:26:46,2024-05-29 02:26:46
85,4,"トランクス
(幼年期)",74700,1001760,1,2024-05-29 02:26:46,2024-05-29 02:26:46
86,5,ナッパ,74000,1001420,1,2024-05-29 02:26:46,2024-05-29 02:26:46
87,5,ネイル,73400,1001100,2,2024-05-29 02:26:46,2024-05-29 02:26:46
88,6,バータ,73200,1001080,5,2024-05-29 02:26:46,2024-05-29 02:26:46
89,6,バーダック,73100,2000140,5,2024-05-29 02:26:46,2024-05-29 02:26:46
90,6,パーフェクトセル,72900,1001690,2,2024-05-29 02:26:46,2024-05-29 02:26:46
91,6,パイクーハン,72500,2000130,5,2024-05-29 02:26:46,2024-05-29 02:26:46
92,6,バビディ,72000,1002050,2,2024-05-29 02:26:46,2024-05-29 02:26:46
93,6,バビディの部下,71900,1000730,2,2024-05-29 02:26:46,2024-05-29 02:26:46
94,6,パンブーキン,71300,1001560,4,2024-05-29 02:26:46,2024-05-29 02:26:46
95,6,ビーデル,71000,1001990,1,2024-05-29 02:26:46,2024-05-29 02:26:46
96,6,ピッコロ,70900,1001630,4,2024-05-29 02:26:46,2024-05-29 02:26:46
97,6,ビドー,70500,2000730,4,2024-05-29 02:26:46,2024-05-29 02:26:46
98,6,ビルス,70300,1002660,1,2024-05-29 02:26:46,2024-05-29 02:26:46
99,6,プイプイ,70000,1002070,5,2024-05-29 02:26:46,2024-05-29 02:26:46
100,6,ブージン,69900,2000740,2,2024-05-29 02:26:46,2024-05-29 02:26:46
101,6,"フリーザ
(第一形態)",69300,2000040,2,2024-05-29 02:26:46,2024-05-29 02:26:46
102,6,"フリーザ
(第二形態)",69200,1001520,3,2024-05-29 02:26:46,2024-05-29 02:26:46
103,6,"フリーザ
(第三形態)",69100,1001600,1,2024-05-29 02:26:46,2024-05-29 02:26:46
104,6,"フリーザ
(最終形態)",69000,1001580,1,2024-05-29 02:26:46,2024-05-29 02:26:46
105,6,フリーザ兵,68600,1000790,1,2024-05-29 02:26:46,2024-05-29 02:26:46
107,6,"フルパワー
ボージャック",68400,1002560,3,2024-05-29 02:26:46,2024-05-29 02:26:46
108,6,プンター,67500,1000740,5,2024-05-29 02:26:46,2024-05-29 02:26:46
109,6,ベジータ,67300,2000060,5,2024-05-29 02:26:46,2024-05-29 02:26:46
110,6,"ベジータ
(幼年期)",67000,2000050,2,2024-05-29 02:26:46,2024-05-29 02:26:46
111,6,ベジータ王,66800,2000120,2,2024-05-29 02:26:46,2024-05-29 02:26:46
112,6,ボージャック,66200,2000700,3,2024-05-29 02:26:46,2024-05-29 02:26:46
113,7,マイティマスク,65800,2000200,1,2024-05-29 02:26:46,2024-05-29 02:26:46
114,7,マジュニア,65600,1002280,4,2024-05-29 02:26:46,2024-05-29 02:26:46
115,3,セルジュニア,81400,1000600,4,2024-05-29 02:26:46,2024-05-29 02:26:46
116,7,"魔人ブウ
(悪)",65200,1001960,1,2024-05-29 02:26:46,2024-05-29 02:26:46
117,7,"魔人ブウ
(純粋悪)",64600,1001950,3,2024-05-29 02:26:46,2024-05-29 02:26:46
118,7,"魔人ブウ
(善)",64500,1001940,4,2024-05-29 02:26:46,2024-05-29 02:26:46
119,7,魔人ベジータ,64200,1001930,1,2024-05-29 02:26:46,2024-05-29 02:26:46
120,7,ミスター・サタン,64000,1000820,2,2024-05-29 02:26:46,2024-05-29 02:26:46
122,7,メカフリーザ,63200,2000280,2,2024-05-29 02:26:46,2024-05-29 02:26:46
123,8,ヤコン,62800,1002060,3,2024-05-29 02:26:46,2024-05-29 02:26:46
124,8,ヤジロベー,62700,1001340,4,2024-05-29 02:26:46,2024-05-29 02:26:46
125,8,ヤムー,62600,1000620,1,2024-05-29 02:26:46,2024-05-29 02:26:46
126,8,ヤムチャ,62500,1001890,1,2024-05-29 02:26:46,2024-05-29 02:26:46
127,9,ラディッツ,62100,1001430,4,2024-05-29 02:26:46,2024-05-29 02:26:46
128,9,リクーム,61700,1001060,4,2024-05-29 02:26:46,2024-05-29 02:26:46
129,9,RR軍兵,61000,1000800,1,2024-05-29 02:26:46,2024-05-29 02:26:46
130,2,クウラ,96300,1002470,2,2024-05-29 02:26:46,2024-05-29 02:26:46
131,2,"クウラ
(最終形態)",96200,1003610,1,2024-05-29 02:26:46,2024-05-29 02:26:46
132,3,サウザー,93400,1002490,5,2024-05-29 02:26:46,2024-05-29 02:26:46
133,4,ドーレ,76100,1002500,1,2024-05-29 02:26:46,2024-05-29 02:26:46
134,5,ネイズ,73500,1002510,4,2024-05-29 02:26:46,2024-05-29 02:26:46
135,2,"グレート
サイヤマン",95700,1002940,3,2024-05-29 02:26:46,2024-05-29 02:26:46
136,2,"グレート
サイヤマン2号",95400,1002950,1,2024-05-29 02:26:46,2024-05-29 02:26:46
137,1,"アルティメット
孫悟飯",99700,1002020,4,2024-05-29 02:26:46,2024-05-29 02:26:46
138,7,"魔人ブウ
(純粋)",64800,1001970,5,2024-05-29 02:26:46,2024-05-29 02:26:46
139,6,ブルマ,68200,1003880,2,2024-05-29 02:26:46,2024-05-29 02:26:46
140,2,"クリリン
(少年期)",95900,1002340,3,2024-05-29 02:26:46,2024-05-29 02:26:46
141,7,ミスター・サタン像,63800,1002630,4,2024-05-29 02:26:46,2024-05-29 02:26:46
142,7,ミスター・ブウ,63700,1003330,2,2024-05-29 02:26:46,2024-05-29 02:26:46
143,3,"超サイヤ人ゴッド
孫悟空",88600,1003690,5,2024-05-29 02:26:46,2024-05-29 02:26:46
144,3,"孫悟空
(GT)",81000,1002960,3,2024-05-29 02:26:46,2024-05-29 02:26:46
145,4,ターレス,78800,1003660,2,2024-05-29 02:26:46,2024-05-29 02:26:46
146,2,カカオ,98400,1003920,5,2024-05-29 02:26:46,2024-05-29 02:26:46
147,4,ダイーズ,78600,1003930,4,2024-05-29 02:26:46,2024-05-29 02:26:46
148,1,アモンド,99800,1003940,3,2024-05-29 02:26:46,2024-05-29 02:26:46
149,9,レズン,61100,1003950,1,2024-05-29 02:26:46,2024-05-29 02:26:46
150,9,ラカセイ,62200,1003960,1,2024-05-29 02:26:46,2024-05-29 02:26:46
151,3,"孫悟空
(天使)",80700,1002860,5,2024-05-29 02:26:46,2024-05-29 02:26:46
152,6,"パン
(GT)",71600,1002980,2,2024-05-29 02:26:46,2024-05-29 02:26:46
153,3,"超サイヤ人
孫悟空
(GT)",88400,1003020,5,2024-05-29 02:26:46,2024-05-29 02:26:46
154,3,"超サイヤ人
トランクス
(GT)",85700,1002990,1,2024-05-29 02:26:46,2024-05-29 02:26:46
155,3,スーパーウーブ,90400,1004000,3,2024-05-29 02:26:46,2024-05-29 02:26:46
156,6,"ベジータ
(GT)",67100,1003000,3,2024-05-29 02:26:46,2024-05-29 02:26:46
157,3,"超サイヤ人
孫悟飯
(GT)",86300,1003130,1,2024-05-29 02:26:46,2024-05-29 02:26:46
158,7,"ミスター・サタン
(GT)",63900,1003060,4,2024-05-29 02:26:46,2024-05-29 02:26:46
159,3,"孫悟飯
(じいちゃん)",79000,2000090,3,2024-05-29 02:26:46,2024-05-29 02:26:46
160,6,"ピッコロ大魔王
(老)",70700,1002260,2,2024-05-29 02:26:46,2024-05-29 02:26:46
161,6,ピッコロ大魔王,70800,1002270,1,2024-05-29 02:26:46,2024-05-29 02:26:46
162,1,アックマン,100000,1002360,5,2024-05-29 02:26:46,2024-05-29 02:26:46
163,1,ウーロン,98900,1003160,1,2024-05-29 02:26:46,2024-05-29 02:26:46
164,4,チャパ王,77300,1003150,5,2024-05-29 02:26:46,2024-05-29 02:26:46
165,4,ドラキュラマン,75000,1002380,3,2024-05-29 02:26:46,2024-05-29 02:26:46
166,7,ミイラくん,64100,1002370,5,2024-05-29 02:26:46,2024-05-29 02:26:46
167,7,ムラサキ曹長,63300,1002300,5,2024-05-29 02:26:46,2024-05-29 02:26:46
168,6,ブルー将軍,68500,1002310,2,2024-05-29 02:26:46,2024-05-29 02:26:46
169,6,"ブルマ
(少女期)",68100,1003980,2,2024-05-29 02:26:46,2024-05-29 02:26:46
170,9,老界王神,60900,1003970,2,2024-05-29 02:26:46,2024-05-29 02:26:46
171,6,ベジット,66700,1002390,1,2024-05-29 02:26:46,2024-05-29 02:26:46
172,6,"パン
(幼年期)",71700,1002040,4,2024-05-29 02:26:46,2024-05-29 02:26:46
173,7,"魔人ブウ
(ピッコロ吸収)",64400,1003550,2,2024-05-29 02:26:46,2024-05-29 02:26:46
174,6,ブロリー,67600,2000620,4,2024-05-29 02:26:46,2024-05-29 02:26:46
175,3,"超サイヤ人
ブロリー",84900,2000630,4,2024-05-29 02:26:46,2024-05-29 02:26:46
176,4,"伝説の超サイヤ人
ブロリー",76400,2000640,3,2024-05-29 02:26:46,2024-05-29 02:26:46
177,6,パラガス,71800,2000760,4,2024-05-29 02:26:46,2024-05-29 02:26:46
178,2,界王神,98600,1003480,2,2024-05-29 02:26:46,2024-05-29 02:26:46
179,7,メタルクウラ,63100,1004600,2,2024-05-29 02:26:46,2024-05-29 02:26:46
180,9,ロボット兵,60700,1003650,4,2024-05-29 02:26:46,2024-05-29 02:26:46
181,3,超ベジータ,83700,1004370,5,2024-05-29 02:26:46,2024-05-29 02:26:46
182,2,ゴテンクス,94300,1002400,5,2024-05-29 02:26:46,2024-05-29 02:26:46
183,6,"ブルマ
(バニー)",68000,1004180,1,2024-05-29 02:26:46,2024-05-29 02:26:46
184,9,ランチ,61900,1004190,3,2024-05-29 02:26:46,2024-05-29 02:26:46
185,6,ブラック参謀,69600,1004670,4,2024-05-29 02:26:46,2024-05-29 02:26:46
186,2,ギラン,96400,1004660,5,2024-05-29 02:26:46,2024-05-29 02:26:46
187,2,ゴテンクス(失敗)A,94200,1004800,4,2024-05-29 02:26:46,2024-05-29 02:26:46
188,2,ゴテンクス(失敗)B,94100,1004810,1,2024-05-29 02:26:46,2024-05-29 02:26:46
189,1,"ウーブ
(青年期)",99000,1005250,1,2024-05-29 02:26:46,2024-05-29 02:26:46
190,2,キビト,96800,1003460,3,2024-05-29 02:26:46,2024-05-29 02:26:46
191,3,"超サイヤ人2
孫悟飯
(青年期)",86600,1003270,4,2024-05-29 02:26:46,2024-05-29 02:26:46
192,4,ドクター・ライチー,75700,1003400,1,2024-05-29 02:26:46,2024-05-29 02:26:46
193,6,ハッチヒャック,72100,1003380,4,2024-05-29 02:26:46,2024-05-29 02:26:46
194,3,"超サイヤ人
孫悟空
(天使)",89300,1005070,1,2024-05-29 02:26:46,2024-05-29 02:26:46
195,3,"超サイヤ人3
ベジータ",84300,1003240,1,2024-05-29 02:26:46,2024-05-29 02:26:46
196,2,キビト神,96700,1003470,4,2024-05-29 02:26:46,2024-05-29 02:26:46
197,6,ベクウ,67400,1002410,4,2024-05-29 02:26:46,2024-05-29 02:26:46
198,3,超ゴジータ,90300,1005270,3,2024-05-29 02:26:46,2024-05-29 02:26:46
199,3,スーパージャネンバ,83500,1002800,2,2024-05-29 02:26:46,2024-05-29 02:26:46
200,3,"超サイヤ人
ゴテンクス",87400,1004720,4,2024-05-29 02:26:46,2024-05-29 02:26:46
201,2,神様,98000,1004950,4,2024-05-29 02:26:46,2024-05-29 02:26:46
202,5,ナム,73700,1005590,2,2024-05-29 02:26:46,2024-05-29 02:26:46
203,6,バクテリアン,72300,1005600,4,2024-05-29 02:26:46,2024-05-29 02:26:46
204,3,"超サイヤ人
ベジータ
(GT)",84000,1004040,1,2024-05-29 02:26:46,2024-05-29 02:26:46
205,4,トワ,60600,1004960,1,2024-05-29 02:26:46,2024-05-29 02:26:46
206,7,ミラ,63500,1004970,4,2024-05-29 02:26:46,2024-05-29 02:26:46
207,7,魔神ドミグラ,65400,1004980,2,2024-05-29 02:26:46,2024-05-29 02:26:46
208,3,"超サイヤ人
トランクス
(ゼノ)",85900,1004990,5,2024-05-29 02:26:46,2024-05-29 02:26:46
209,4,時の界王神,76000,1005510,4,2024-05-29 02:26:46,2024-05-29 02:26:46
210,4,"トランクス
(少年期)
(未来)",74200,2000220,2,2024-05-29 02:26:46,2024-05-29 02:26:46
211,3,"超サイヤ人
孫悟飯
(未来)",86400,2000230,1,2024-05-29 02:26:46,2024-05-29 02:26:46
212,3,"孫悟飯
(未来)",79400,1005610,4,2024-05-29 02:26:46,2024-05-29 02:26:46
213,3,"超サイヤ人
トランクス
(未来)",85800,1005620,2,2024-05-29 02:26:46,2024-05-29 02:26:46
214,6,"フリーザ
(フルパワー)",68700,1003320,4,2024-05-29 02:26:46,2024-05-29 02:26:46
215,3,スーパーザーボン,83600,1001530,5,2024-05-29 02:26:46,2024-05-29 02:26:46
216,7,武泰斗,63400,1003450,1,2024-05-29 02:26:46,2024-05-29 02:26:46
217,2,"ギニュー
(孫悟空)",97100,1001610,4,2024-05-29 02:26:46,2024-05-29 02:26:46
218,3,"超サイヤ人2
孫悟空
(GT)",88300,1003030,4,2024-05-29 02:26:46,2024-05-29 02:26:46
219,7,メタルリルド,62900,1005940,3,2024-05-29 02:26:46,2024-05-29 02:26:46
220,6,"ベビー
(少年体)",66500,1006000,2,2024-05-29 02:26:46,2024-05-29 02:26:46
221,9,リルド将軍,61200,1005920,3,2024-05-29 02:26:46,2024-05-29 02:26:46
222,6,ハイパーメガリルド,72400,1005930,3,2024-05-29 02:26:46,2024-05-29 02:26:46
223,3,"超サイヤ人2
孫悟空
(天使)",89000,1004210,1,2024-05-29 02:26:46,2024-05-29 02:26:46
224,7,"魔人ブウ
(ゴテンクス吸収)",65000,1003570,3,2024-05-29 02:26:46,2024-05-29 02:26:46
225,2,"グレート
サイヤマン
(SS2)",95600,1005210,4,2024-05-29 02:26:46,2024-05-29 02:26:46
226,3,"超サイヤ人2
トランクス
(青年期)",85500,1005190,3,2024-05-29 02:26:46,2024-05-29 02:26:46
227,5,"ナッパ
(大猿)",73800,1005130,2,2024-05-29 02:26:46,2024-05-29 02:26:46
228,3,"孫悟空
(少年期)
(大猿)",80800,1002820,4,2024-05-29 02:26:46,2024-05-29 02:26:46
229,6,"ベジータ
(大猿)",67200,1002830,5,2024-05-29 02:26:46,2024-05-29 02:26:46
230,9,"ラディッツ
(大猿)",62000,1005140,3,2024-05-29 02:26:46,2024-05-29 02:26:46
231,4,ターブル,78900,1005420,2,2024-05-29 02:26:46,2024-05-29 02:26:46
232,3,"超サイヤ人
ベジータ
(天使)",84600,1005080,5,2024-05-29 02:26:46,2024-05-29 02:26:46
233,4,大界王神,78400,1004470,2,2024-05-29 02:26:46,2024-05-29 02:26:46
234,3,スーパーベビー2,83000,1006030,2,2024-05-29 02:26:46,2024-05-29 02:26:46
235,3,"超サイヤ人3
孫悟空
(GT)",88200,1006750,3,2024-05-29 02:26:46,2024-05-29 02:26:46
236,3,"孫悟飯
(GT)",79300,1006250,5,2024-05-29 02:26:46,2024-05-29 02:26:46
237,3,"孫悟天
(GT)",80000,1004020,3,2024-05-29 02:26:46,2024-05-29 02:26:46
238,3,"孫悟天
(GT)
(寄生)",79900,1006280,4,2024-05-29 02:26:46,2024-05-29 02:26:46
239,3,"超サイヤ人
孫悟天
(GT)(寄生)",87500,1006310,4,2024-05-29 02:26:46,2024-05-29 02:26:46
240,6,ベジータベビー,66900,1006010,5,2024-05-29 02:26:46,2024-05-29 02:26:46
241,6,"バーダック
(大猿)",73000,1002810,1,2024-05-29 02:26:46,2024-05-29 02:26:46
242,3,"セリパ
(大猿)",82100,1006480,3,2024-05-29 02:26:46,2024-05-29 02:26:46
243,6,"パンブーキン
(大猿)",71200,1006490,2,2024-05-29 02:26:46,2024-05-29 02:26:46
244,4,"トテッポ
(大猿)",75300,1006500,4,2024-05-29 02:26:46,2024-05-29 02:26:46
245,4,"トーマ
(大猿)",76200,1006510,5,2024-05-29 02:26:46,2024-05-29 02:26:46
246,3,超ベジット,83200,1008410,5,2024-05-29 02:26:46,2024-05-29 02:26:46
247,7,"マジュニア
(巨大化)",65500,1005170,3,2024-05-29 02:26:46,2024-05-29 02:26:46
248,6,"パン
(GT)
(ハニー)",71500,1007360,3,2024-05-29 02:26:46,2024-05-29 02:26:46
249,6,ヒット,70600,1007090,2,2024-05-29 02:26:46,2024-05-29 02:26:46
250,6,ボタモ,66000,1007020,4,2024-05-29 02:26:46,2024-05-29 02:26:46
251,7,マゲッタ,65700,1007080,3,2024-05-29 02:26:46,2024-05-29 02:26:46
252,6,"フロスト
(最終形態)",67700,1007050,5,2024-05-29 02:26:46,2024-05-29 02:26:46
253,2,キャベ,96600,1007060,1,2024-05-29 02:26:46,2024-05-29 02:26:46
254,3,"超サイヤ人
キャベ",90000,1007070,1,2024-05-29 02:26:46,2024-05-29 02:26:46
255,3,"超サイヤ人3
ゴテンクス",87200,1007930,1,2024-05-29 02:26:46,2024-05-29 02:26:46
256,8,ヤムハン,62400,1008350,4,2024-05-29 02:26:46,2024-05-29 02:26:46
257,3,シャンパ,92200,1007950,4,2024-05-29 02:26:46,2024-05-29 02:26:46
258,6,フロスト,67900,1007030,5,2024-05-29 02:26:46,2024-05-29 02:26:46
259,6,"フロスト
(突撃形態)",67800,1007040,5,2024-05-29 02:26:46,2024-05-29 02:26:46
260,2,カロリー,97400,1008340,1,2024-05-29 02:26:46,2024-05-29 02:26:46
261,6,フウラ,69800,1008650,3,2024-05-29 02:26:46,2024-05-29 02:26:46
262,6,パンデル,71400,1008660,2,2024-05-29 02:26:46,2024-05-29 02:26:46
263,6,バーロット,72700,1008670,3,2024-05-29 02:26:46,2024-05-29 02:26:46
264,4,チャオマン,77400,1008680,4,2024-05-29 02:26:46,2024-05-29 02:26:46
265,6,ブラパン,69500,1008690,5,2024-05-29 02:26:46,2024-05-29 02:26:46
266,3,ジャネンブウ,92300,1008700,1,2024-05-29 02:26:46,2024-05-29 02:26:46
267,7,"魔人ブウ
(アルティメット
悟飯吸収)",65100,1008100,2,2024-05-29 02:26:46,2024-05-29 02:26:46
268,7,"魔人ブウ
(南の界王神吸収)",64300,1008131,1,2024-05-29 02:26:46,2024-05-29 02:26:46
269,4,"ターレス
(大猿)",78700,1005150,5,2024-05-29 02:26:46,2024-05-29 02:26:46
270,3,"人造人間
17号&18号",91500,1008770,5,2024-05-29 02:26:46,2024-05-29 02:26:46
271,2,"ゴテンクス
(青年期)",94000,1007430,4,2024-05-29 02:26:46,2024-05-29 02:26:46
272,3,"超サイヤ人
ゴテンクス
(青年期)",87100,1007440,1,2024-05-29 02:26:46,2024-05-29 02:26:46
273,3,"スーパー
パイクーハン",83300,1007420,3,2024-05-29 02:26:46,2024-05-29 02:26:46
274,3,ジャネンバベビー,92400,1007710,5,2024-05-29 02:26:46,2024-05-29 02:26:46
275,7,"魔人ブウ
(純粋)
(バビディ吸収)",64700,1007720,2,2024-05-29 02:26:46,2024-05-29 02:26:46
276,3,超一星龍,90500,1006410,3,2024-05-29 02:26:46,2024-05-29 02:26:46
277,1,一星龍,99400,1008720,4,2024-05-29 02:26:46,2024-05-29 02:26:46
278,9,二星龍,61400,1006340,1,2024-05-29 02:26:46,2024-05-29 02:26:46
279,3,三星龍,93100,1006350,2,2024-05-29 02:26:46,2024-05-29 02:26:46
280,3,四星龍,90600,1006360,1,2024-05-29 02:26:46,2024-05-29 02:26:46
281,1,五星龍,99200,1006370,4,2024-05-29 02:26:46,2024-05-29 02:26:46
282,9,六星龍,61300,1006380,5,2024-05-29 02:26:46,2024-05-29 02:26:46
283,4,七星龍,77800,1006400,2,2024-05-29 02:26:46,2024-05-29 02:26:46
284,3,"超サイヤ人3
ベジータ
(GT)",83900,1008760,3,2024-05-29 02:26:46,2024-05-29 02:26:46
285,4,テッカ,76700,1008900,4,2024-05-29 02:26:46,2024-05-29 02:26:46
286,6,ピニッジ,70400,1008910,5,2024-05-29 02:26:46,2024-05-29 02:26:46
287,2,ゴクウブラック,94700,1008840,4,2024-05-29 02:26:46,2024-05-29 02:26:46
288,5,則巻アラレ,73300,1008950,4,2024-05-29 02:26:46,2024-05-29 02:26:46
